SampleN,SumTS,Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S,AN,AP,AK,pH,EC,NH4_N,NO3_N,N.N,TN,OM,SoilType,Longitude,Latitude,ALT_extract,Landscape,DI,GDD0,GDD5,GP,MI,MTCO,MTWA,Tmax,Tmin
A1_1_15,13.4620922,4.48267848,0.239821611,260.5149047,777.5563599,993.918439,2126.541416,0.793390877,109.4934245,7.411500626,7.184877777,62.72355021,5634.342527,1.571009553,4.367334059,11.33385583,27.86843644,1.957802118,0.543640536,1.531338235,9.06600601,4.779588259,2.02984726,2.20262054,0.062629478,0.160406983,0.49893489,4.495233375,0.363904369,0.908913756,27.94862472,12.08409648,22.51448354,2.327140317,7.676766635,1.102813978,0.219192525,0.896548472,0.092395387,0.420237134,0.06922531,0.181877658,0.153199731,0.032701334,7.110404193,15.81175347,162.624,13.19894408,18.4,7.41,67.9,10.48,7.62,18.1,660.8294,10.98089172,Roam,117.7015533,36.34113333,256,Flat,0.259660006,4890.100098,3457.800049,851.2000122,0.588261008,-2.0,26.20000076,40.36000061,-20.94000053
A1_2_5,7.89563974,13.25886422,0.832493219,230.4461011,4554.250561,3222.696433,29793.13072,3.92716905,542.9350753,29.82208527,23.48883146,475.0238085,21193.68539,7.938882175,17.96036256,33.93439738,41.62256268,5.311349019,1.484954981,7.028765705,25.54961507,30.05462498,9.102292833,2.72489676,1.006866001,0.307792683,0.667237523,5.022121549,0.458229613,2.736502143,95.03450244,19.43085682,39.22760824,4.520134721,16.87428312,3.285330554,0.601668708,2.956352345,0.367601812,1.881157201,0.324440668,0.867426382,0.700191451,0.047139618,13.7545843,19.66499472,204.974,2.595742982,91.35,7.64,126.1,11.59,3.67,15.26,1108.0454,16.2129361,Roam,117.700625,36.32658333,248,Flat,0.268132985,4903.700195,3468.899902,852.7999878,0.581532001,-1.899999976,26.29999924,40.41999817,-20.81999969
A1_2_7,14.1591278,15.20051334,0.926853164,213.8445446,5140.892932,3534.653752,6401.230585,4.526212466,632.5525241,33.95568757,27.18967712,458.6222614,23323.04849,9.355412278,21.58283884,31.08543827,48.93268147,6.143488909,1.573660742,8.078541667,29.26265922,17.18949495,9.79228907,2.809688329,1.273079087,0.345383474,0.801260464,5.48697645,0.505813586,3.157347732,107.8344272,21.57505507,43.43806622,4.913358458,18.33000149,3.487739481,0.651342199,3.184443947,0.391540713,2.02773625,0.362108757,0.939048894,0.775801498,0.049503714,15.50716651,6.633375054,238.5152,2.395783421,102.05,7.56,117.5,6.37,7.32,13.69,1365.5334,15.65251127,Roam,117.700625,36.32658333,248,Flat,0.268132985,4903.700195,3468.899902,852.7999878,0.581532001,-1.899999976,26.29999924,40.41999817,-20.81999969
A1_2_8,9.63754416,16.20751262,0.963431098,229.9916694,5346.985694,3707.317443,5182.941561,4.815373608,638.995031,35.01727762,28.6197318,481.0036411,24296.21164,9.981686645,22.48428318,28.54190681,51.63992579,6.381734051,1.667853739,8.305392354,30.08112978,17.21854046,10.13401656,2.724224478,1.227856151,0.369155145,0.626332366,6.022428101,0.542982813,3.282764065,116.8427867,22.93263289,46.76173386,5.230027947,19.4612432,3.632218762,0.669300114,3.337258014,0.411970718,2.113241188,0.373658693,0.983329991,0.810097655,0.048521094,16.70252854,6.708935261,199.892,2.896755634,107.2,7.35,110.4,12.67,4.75,17.42,1407.8834,16.69288612,Roam,117.700625,36.32658333,248,Flat,0.268132985,4903.700195,3468.899902,852.7999878,0.581532001,-1.899999976,26.29999924,40.41999817,-20.81999969
A1_2_9,5.04564786,13.59872469,0.781994913,169.2540226,4435.400208,3041.137191,4273.502492,3.971040756,532.5266027,29.51738756,23.27597922,387.1948079,20075.47966,8.033245969,18.45168174,24.01325151,52.3780435,5.324086347,1.433736933,7.16568962,24.91861343,13.93192296,8.667781799,1.916012959,0.975317733,0.297467827,0.889898056,4.904497197,0.444158794,2.720696436,94.34755227,19.39962077,39.43988108,4.419662462,16.23292066,3.084728915,0.571306046,2.792540375,0.348808911,1.8234299,0.319936212,0.841332844,0.70091348,0.027987959,18.39576212,11.91125526,243.5972,4.28867789,105.75,6.43,113.9,11.79,4.54,16.33,1285.9154,19.77992177,Roam,117.700625,36.32658333,248,Flat,0.268132985,4903.700195,3468.899902,852.7999878,0.581532001,-1.899999976,26.29999924,40.41999817,-20.81999969
A1_2_10,10.5454431,16.29452532,1.057775968,221.4047592,5299.495325,3421.702295,5063.860414,4.761281873,627.2185857,35.03063033,28.92955006,474.6601336,24201.09044,9.8480236,26.71209618,44.20698015,47.9940413,6.419860968,1.762959281,8.686334549,28.94295028,16.79894487,10.1624407,3.072545796,1.11507074,0.362235104,1.041668956,5.88139591,0.689834842,3.304871829,112.6452952,23.44980243,47.04964221,5.304813185,19.67486695,3.690945071,0.67568207,3.328489391,0.410630996,2.119580186,0.377849064,0.999656782,0.809744151,0.060750124,15.14663971,7.495256039,199.892,1.59987201,71.6,6.61,108.3,9.92,4.57,14.49,1202.9094,14.68620925,Roam,117.700625,36.32658333,248,Flat,0.268132985,4903.700195,3468.899902,852.7999878,0.581532001,-1.899999976,26.29999924,40.41999817,-20.81999969
A1_2_11,11.0847348,15.70523039,0.788087814,195.6214859,5084.375267,3391.833128,5067.24107,4.432156821,594.4387738,33.53670845,26.65981356,445.8478417,22914.08302,9.219719839,21.19542176,26.27682217,63.32377998,6.182369039,1.663575606,8.010679157,28.47023091,16.63166812,9.556971341,2.391285022,1.159039598,0.350514121,1.764074116,5.506049852,0.474855381,3.159965566,107.7008987,24.04784193,48.29931139,5.308047191,19.48988948,3.570358686,0.658415211,3.24609972,0.400155434,2.027712118,0.361364336,0.950210162,0.760249868,0.03506191,28.13696747,10.3344036,269.346,3.093935886,119.75,7.79,101.7,10.34,4.54,14.88,1407.8834,16.93315078,Roam,117.700625,36.32658333,248,Flat,0.268132985,4903.700195,3468.899902,852.7999878,0.581532001,-1.899999976,26.29999924,40.41999817,-20.81999969
A1_2_12,10.7952651,15.73958833,0.836095335,220.2909584,4965.085518,3335.690699,4817.311615,4.306574168,582.3811894,32.76000608,26.40943953,429.2774427,22349.56893,9.137118624,21.42546988,28.76666402,60.96389227,6.021796049,1.654338455,7.962843771,27.96852048,16.00609313,9.312608283,2.313449697,1.108876967,0.345177088,1.021753175,5.679899656,0.469916192,3.172267921,107.4386125,22.75216152,44.10805658,5.041260823,18.53776045,3.417204667,0.640807269,3.104263341,0.381442319,1.997158095,0.347916712,0.935987771,0.762440151,0.045102026,16.52217895,7.922629036,188.034,4.18810578,88.7,7.74,99.4,9.04,10.03,19.07,1202.9094,19.8529862,Roam,117.700625,36.32658333,248,Flat,0.268132985,4903.700195,3468.899902,852.7999878,0.581532001,-1.899999976,26.29999924,40.41999817,-20.81999969
A1_2_13,5.7962708,15.76923835,0.943573483,212.541984,5142.38511,3420.091983,4565.38138,4.548493113,625.8667531,34.50609246,27.59692291,447.7289819,24408.46131,9.745144509,22.40184155,30.66221994,58.92281301,6.29151376,1.838073613,8.120397769,29.29364699,16.47777825,9.773466224,2.718685616,1.248833258,0.370191434,0.567843224,5.917558874,0.5484089,3.300769726,111.515828,26.5348407,48.71474493,5.800978204,20.89945123,3.77857441,0.682877025,3.342224562,0.408411429,2.095077171,0.3661542,0.963142592,0.783248736,0.048381526,16.84941757,7.790235397,248.6792,3.494548504,99.85,7.68,115.6,19.24,36.68,55.92,1362.1454,18.09457885,Roam,117.700625,36.32658333,248,Flat,0.268132985,4903.700195,3468.899902,852.7999878,0.581532001,-1.899999976,26.29999924,40.41999817,-20.81999969
A1_2_14,7.74037653,17.72509348,1.238683605,231.2221541,5915.932279,3831.999003,5409.317217,5.095416405,715.6703267,38.48722506,31.05753811,512.0962447,26717.49198,11.25162809,25.40337651,36.40569586,69.16422694,7.173788613,1.999002778,9.376471489,33.35929002,19.57619877,10.9379662,3.365557035,1.517110205,0.39666487,0.901913665,6.396647909,0.663784511,3.82669694,128.1725423,26.88753874,54.74169677,5.978970125,22.22445842,4.143007399,0.759019043,3.772053041,0.462123787,2.384451829,0.414968814,1.109203162,0.894793696,0.067353109,18.54047492,8.845559399,198.198,3.197442046,91.2,7.52,103.4,10.82,19.28,30.1,1174.6196,13.78232563,Roam,117.700625,36.32658333,248,Flat,0.268132985,4903.700195,3468.899902,852.7999878,0.581532001,-1.899999976,26.29999924,40.41999817,-20.81999969
A1_2_15,5.46909972,15.95617376,1.041974718,170.361039,5228.834577,3285.456534,6508.847685,4.49568569,614.1206686,33.87980361,27.73213381,467.6404659,23505.84738,9.620919569,21.77568488,29.96660912,47.26663724,6.366073236,1.634219339,8.488855205,28.70178259,18.33637389,9.696271477,2.544577275,1.190075562,0.353593843,0.586853286,5.091186422,0.565703481,3.290991723,112.4040895,23.11514626,48.10198102,5.161215185,19.12232729,3.582049268,0.671488733,3.278528787,0.397668545,2.054573049,0.363553963,0.959693985,0.796609275,0.046783156,15.96343714,7.196890856,322.8764,4.495324862,110.85,7.53,106.7,11.25,5.24,16.49,1255.4234,15.24709245,Roam,117.700625,36.32658333,248,Flat,0.268132985,4903.700195,3468.899902,852.7999878,0.581532001,-1.899999976,26.29999924,40.41999817,-20.81999969
A1_3_3,6.23947766,12.36227095,0.770795709,317.2668776,3437.008986,3188.29516,5344.345806,2.901070514,570.8823638,25.05053686,24.9374125,306.3904705,17276.79617,6.711814761,21.59225357,130.1974819,157.1050834,5.010652074,1.203574021,4.353736689,25.05088186,20.58967079,7.353466684,0.77425287,1.515508981,0.640324665,1.956412179,4.56279295,0.389363392,2.046908214,87.3043392,18.69945711,38.85222576,3.990469942,14.14789511,2.556775026,0.502920019,2.333877945,0.305846622,1.521341608,0.290267581,0.725303651,0.63562041,0.0583212,33.16666523,6.828706783,296.45,69.93286445,304.85,7.16,163.7,14.28,9.38,23.66,1645.0434,20.3549195,Sandy,117.7803967,36.32773667,285,Flat,0.26343298,4842.700195,3417.600098,845.5999756,0.585254014,-2.099999905,26.10000038,40.22999954,-21.06999969
A1_3_5,7.24609158,11.81295281,0.775407877,232.7725945,3205.871661,2945.824694,4227.562379,2.79247129,545.611816,24.48829724,23.41911833,287.2884246,16470.23823,6.225778196,14.99912637,89.78175766,105.3827702,4.670006011,1.147730041,0.935070419,22.50144254,19.30862582,7.286598618,0.611491973,1.147939691,0.400822971,2.856757725,3.857663664,0.410993133,1.938677459,82.58534683,17.98482121,37.98576558,3.902587085,14.09405714,2.461803907,0.46894135,2.221402667,0.276947116,1.463311066,0.261774992,0.715419274,0.608934873,0.009046732,23.3234341,6.410743847,289.674,90.7061122,337.5,7.72,127.1,10.74,3.55,14.29,1895.7554,17.60837472,Sandy,117.7803967,36.32773667,285,Flat,0.26343298,4842.700195,3417.600098,845.5999756,0.585254014,-2.099999905,26.10000038,40.22999954,-21.06999969
A1_3_6,10.2084263,6.872257284,0.420462585,159.3679192,1856.534997,1410.55764,2658.080275,1.547741726,314.4416704,14.35272875,13.13273451,193.4433069,10580.68098,4.311260111,9.352466443,47.09684978,70.51901885,2.553732538,0.944280121,2.09379457,11.60203643,9.285488977,4.437541359,1.915151788,0.626007742,0.227912192,1.357509269,2.979411055,0.265796452,1.095510949,46.52244788,11.36185281,25.12453764,2.412861933,8.550183542,1.54102942,0.287692042,1.381317213,0.170450278,0.894176438,0.157873804,0.426995788,0.359896995,0.033409003,10.13146253,7.254773213,267.652,66.71194024,167.3,7.85,171.9,9.77,2.4,12.17,1401.1074,22.85919555,Sandy,117.7803967,36.32773667,285,Flat,0.26343298,4842.700195,3417.600098,845.5999756,0.585254014,-2.099999905,26.10000038,40.22999954,-21.06999969
A1_3_7,9.90580186,11.29596752,0.613126725,279.3366492,2972.698601,2824.626199,3807.958956,2.640455858,490.2332278,22.12220723,22.43485869,254.8943003,15403.70086,5.714129408,13.67220277,78.25565416,98.29035784,4.401258726,1.209974673,0.801548554,21.61373103,17.59395011,6.853771063,1.027990435,1.101457457,0.338794256,0.673935979,4.020446198,0.312794955,1.800443731,71.21538863,20.33351574,36.40378962,4.316065548,15.11903013,2.56515822,0.467675435,2.218893663,0.271663728,1.382835186,0.244545838,0.660049828,0.556374394,0.015192802,11.46770401,8.164928533,201.586,76.78157242,287.55,7.58,133.1,10.0,3.0,13.0,39.1314,21.06854335,Sandy,117.7803967,36.32773667,285,Flat,0.26343298,4842.700195,3417.600098,845.5999756,0.585254014,-2.099999905,26.10000038,40.22999954,-21.06999969
A1_3_8,17.8071906,12.74888126,0.832496217,301.8762585,3358.795287,3037.254521,4160.543107,2.876332351,552.7554562,26.8086319,25.09978772,373.2756851,19459.98979,7.469253669,15.86946644,83.5532264,117.4801413,5.343796918,1.483469999,5.5188452,23.74900263,19.41445842,8.129504792,0.928201143,1.397465259,0.464613876,3.009323353,4.332287986,0.330563658,1.926046508,84.10088405,28.96779001,55.93100113,5.87776786,20.08042006,3.289255027,0.571362203,2.787793698,0.32097602,1.675122828,0.292837908,0.770205498,0.659523241,0.003392225,17.69362628,8.89332344,291.8762,68.21445668,288.0,7.72,258.0,13.35,6.55,19.9,1929.6354,18.52905843,Sandy,117.7803967,36.32773667,285,Flat,0.26343298,4842.700195,3417.600098,845.5999756,0.585254014,-2.099999905,26.10000038,40.22999954,-21.06999969
A1_3_9,4.70883865,14.22876962,0.757547883,294.6455191,3948.535758,3461.681541,4535.28364,3.090287977,639.8045245,28.30230589,28.0685185,354.0002308,19509.87567,7.689679146,17.69978327,92.87001721,127.9771124,5.86390639,1.499809863,0.902833177,28.58441692,22.28218975,8.843296888,1.232465311,1.128554483,0.472684655,2.070694862,4.555315516,0.247853336,2.237817606,96.19338267,26.83390993,53.1810828,5.645439252,19.76879704,3.314987099,0.608175939,2.889233339,0.351952569,1.796365739,0.316770532,0.870461623,0.736173642,0.026515342,18.03839645,5.927499284,389.62,62.36507556,313.45,7.45,143.5,9.61,3.8,13.41,1939.7994,30.19613615,Sandy,117.7803967,36.32773667,285,Flat,0.26343298,4842.700195,3417.600098,845.5999756,0.585254014,-2.099999905,26.10000038,40.22999954,-21.06999969
A1_3_10,4.02240725,12.25974892,0.785393672,295.5793325,3173.498116,2741.130152,3492.959648,2.689578616,566.6607507,24.56930086,24.15346064,318.6153694,16481.36738,6.796980886,15.50445443,69.47099391,88.87808542,4.978445718,1.20508802,0.820342976,23.6247914,17.22575188,7.744362823,1.12267204,1.108254253,0.396603719,2.154490813,4.443557229,0.277933832,1.956352029,85.01777974,22.34862381,46.04693771,4.767791694,16.80127825,2.862241393,0.542692661,2.56110715,0.301323965,1.585589905,0.276678258,0.769659558,0.652824003,0.01382837,26.16039909,8.827892496,269.346,45.59635229,166.05,7.2,105.4,7.56,2.17,9.73,1506.1354,28.71426599,Sandy,117.7803967,36.32773667,285,Flat,0.26343298,4842.700195,3417.600098,845.5999756,0.585254014,-2.099999905,26.10000038,40.22999954,-21.06999969
A1_3_11,4.08367461,14.25696951,0.847466465,292.3655585,3918.472771,3342.968746,7045.189269,3.324314585,660.2938517,29.36297833,27.84393383,413.1279233,19755.13864,8.631459095,17.56517765,89.99710482,109.981658,5.69760653,1.42904812,1.07010249,28.61108902,24.295067,9.720575408,0.645839561,1.354025138,0.498331591,3.221305439,4.669512534,0.298124793,2.38081385,100.2834327,23.74192646,48.16637477,5.196887515,18.83225568,3.406992707,0.65213634,3.058480687,0.372848805,1.935724865,0.347688771,0.939926096,0.812542253,0.006008641,24.61044538,20.1204609,338.8,74.59104907,187.35,7.55,93.8,6.99,2.14,9.13,56.0714,19.81139936,Sandy,117.7803967,36.32773667,285,Flat,0.26343298,4842.700195,3417.600098,845.5999756,0.585254014,-2.099999905,26.10000038,40.22999954,-21.06999969
A1_3_12,7.22422965,13.79753184,0.854557594,282.7355263,3637.771173,3056.40283,4130.127946,3.179029269,677.1119434,29.66011163,29.47649266,399.9349803,19906.52308,7.98801129,17.6003577,73.17904335,101.3726598,5.712861852,1.472329128,0.980950537,26.69629903,20.02179391,8.980504028,0.668676495,1.490001246,0.465225953,2.368961632,4.647325672,0.345383458,2.208334218,97.23952838,24.58413307,51.71745191,5.288548615,18.86901018,3.281259723,0.606728508,2.922642111,0.356226595,1.864115138,0.330486842,0.893661483,0.75708296,0.010322116,20.88497948,12.67568497,271.2094,47.08699122,156.35,7.25,82.5,9.89,4.33,14.22,1563.7314,23.91538836,Sandy,117.7803967,36.32773667,285,Flat,0.26343298,4842.700195,3417.600098,845.5999756,0.585254014,-2.099999905,26.10000038,40.22999954,-21.06999969
A1_3_13,5.00796233,14.45039285,0.764667509,351.7267682,3995.983272,3545.961942,4893.981219,3.326638577,677.6643437,31.16981695,38.06572198,363.4699244,21023.6859,7.759843486,19.86707008,107.239468,140.2906045,5.757961929,1.567968151,0.928918651,29.69771858,20.20394835,8.913504708,1.570851254,1.583754888,0.487677975,2.794862038,4.79394512,0.35302868,2.400357148,93.19672273,25.42143983,49.16588306,5.261716985,18.78783205,3.202569049,0.579669685,2.882178568,0.352815964,1.825177374,0.323918595,0.879947058,0.747548437,0.028747552,22.50393094,8.653967043,335.412,64.12817644,234.4,7.35,106.5,7.72,3.58,11.3,1628.1034,18.12926257,Sandy,117.7803967,36.32773667,285,Flat,0.26343298,4842.700195,3417.600098,845.5999756,0.585254014,-2.099999905,26.10000038,40.22999954,-21.06999969
A1_3_14,6.82875902,12.22903087,0.631543846,329.4222767,3206.683134,2912.041256,4491.399999,2.727978324,549.4612415,23.28322839,24.02914619,288.8879054,16226.51626,6.423087193,14.72371904,82.71974551,105.7229146,4.739836773,1.106321591,0.82642211,24.50156355,19.42640786,7.298463585,3.146166352,1.282173526,0.407416433,2.801065386,4.440509852,0.293369761,1.911468286,79.25149359,19.62436167,39.02636236,4.207440086,15.00553702,2.587450609,0.509894797,2.352090983,0.285083071,1.481318553,0.26389471,0.712129702,0.608670599,0.042912271,20.65890422,6.057485486,339.9858,31.25374446,308.3,7.32,102.4,4.92,2.75,7.67,1919.4714,19.23032221,Sandy,117.7803967,36.32773667,285,Flat,0.26343298,4842.700195,3417.600098,845.5999756,0.585254014,-2.099999905,26.10000038,40.22999954,-21.06999969
