SampleN,SumTS,Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S,AN,AP,AK,pH,EC,NH4_N,NO3_N,N.N,TN,OM,SoilType,Longitude,Latitude,ALT_extract,Landscape,DI,GDD0,GDD5,GP,MI,MTCO,MTWA,Tmax,Tmin
B2_3_3,2.50644711,30.9945,1.6245,407.375,11192.5,5117.5,13377.0,7.23,1900.0,64.4545,52.144,624.0,37680.0,11.5735,27.2675,20.194,69.242,14.1265,4.588,8.85,39.54,38.1945,14.2205,9.7295,4.89,0.619,0.1795,2.7195,0.264,3.786,146.1695,40.026,87.023,9.604,36.238,6.5095,1.105,5.3105,0.655,3.4245,0.5905,1.5885,1.2335,0.245,13.364,16.1725,64.68,14.15,138.18,7.81,165.7,,,,,,Sandy,114.296391,38.514041,176,Flat,0.423815012,4716.399902,3344.100098,829.4000244,0.455303997,-3.299999952,26.10000038,42.29000092,-20.62000084
B2_3_4,2.09653015,29.5085,1.1225,312.692,9122.0,3646.0,12704.0,6.6825,1420.5,56.1095,50.8415,547.0,31255.5,10.7805,26.338,21.368,77.0215,14.2105,4.653,8.7125,32.1355,32.6545,13.287,7.571,4.557,0.5155,0.172,2.4815,0.2345,3.2655,123.0265,44.35,91.9865,10.071,37.664,6.6,1.1045,5.2095,0.6205,3.2185,0.5505,1.4895,1.158,0.19,12.1965,15.6135,,19.78,98.43,7.75,145.5,,,,,,Sandy,114.296391,38.514041,176,Flat,0.423815012,4716.399902,3344.100098,829.4000244,0.455303997,-3.299999952,26.10000038,42.29000092,-20.62000084
B2_3_6,0.54716445,28.924,1.2445,243.3835,9032.5,3473.5,9605.0,6.0165,1295.0,57.1785,50.643,548.0,33061.0,12.043,27.956,24.828,193.651,13.7965,4.495,9.22,31.6995,31.288,13.2205,2.879,3.644,0.6955,0.1805,2.4185,0.572,3.4175,124.1545,38.141,80.734,8.9215,33.3545,5.943,1.0235,4.8155,0.5935,3.106,0.5295,1.412,1.089,0.057,12.6935,11.532,69.3,20.86,114.44,7.75,155.3,,,,,,Sandy,114.296391,38.514041,176,Flat,0.423815012,4716.399902,3344.100098,829.4000244,0.455303997,-3.299999952,26.10000038,42.29000092,-20.62000084
B2_3_7,3.00859392,31.637,1.3065,322.968,9599.5,3497.5,10213.0,6.3705,1475.5,57.341,51.993,570.5,32955.0,11.8595,29.1035,23.271,78.4425,13.1705,4.2635,8.563,32.704,32.9745,12.9395,5.7735,4.325,0.5335,0.174,2.442,0.2505,3.546,131.113,36.4095,78.3185,8.52,32.3295,5.762,1.001,4.7345,0.582,3.0585,0.5305,1.442,1.1165,0.1105,12.755,12.85,75.46,17.21,120.23,7.85,149.3,,,,,,Sandy,114.296391,38.514041,176,Flat,0.423815012,4716.399902,3344.100098,829.4000244,0.455303997,-3.299999952,26.10000038,42.29000092,-20.62000084
B2_3_9,1.81311299,38.848,1.4885,425.1245,11924.0,5287.5,13424.5,8.7585,1877.0,76.1825,66.9735,696.0,39864.0,13.949,33.7155,26.95,169.8465,17.0535,5.68,10.4885,45.0785,41.84,16.018,10.1465,5.5285,0.834,0.213,2.841,0.2875,4.327,166.2665,49.265,95.968,11.5205,42.6925,7.3145,1.244,5.778,0.7005,3.654,0.6325,1.7135,1.3315,0.2585,15.5625,14.807,92.4,17.8,93.55,7.67,179.0,,,,,,Sandy,114.296391,38.514041,176,Flat,0.423815012,4716.399902,3344.100098,829.4000244,0.455303997,-3.299999952,26.10000038,42.29000092,-20.62000084
B2_3_10,1.21997383,31.081,1.264,316.0155,10284.0,3659.5,12119.5,6.6295,1518.5,65.9315,56.9565,574.0,38520.5,12.3095,33.496,22.006,88.457,13.9775,4.585,8.703,33.942,34.1775,14.0145,6.9565,4.464,0.644,0.1675,2.5005,0.2335,3.394,130.611,40.339,84.666,9.23,33.688,5.8045,1.025,4.8665,0.611,3.2805,0.573,1.5675,1.2205,0.152,12.723,14.9165,67.76,17.41,111.45,7.78,163.7,,,,,,Sandy,114.296391,38.514041,176,Flat,0.423815012,4716.399902,3344.100098,829.4000244,0.455303997,-3.299999952,26.10000038,42.29000092,-20.62000084
B2_3_11,2.06810664,29.612,1.206,272.136,10065.5,4082.5,12565.0,6.4305,1488.0,56.4605,49.178,576.0,33600.0,10.8185,26.0365,21.0235,75.2145,13.0385,4.1455,8.585,33.601,33.561,13.659,6.3995,4.136,0.515,0.176,2.5635,0.364,3.498,128.8245,37.8595,79.269,9.04,33.958,6.186,1.096,5.002,0.613,3.262,0.564,1.534,1.192,0.1485,12.82,14.211,77.0,18.1,105.15,7.84,154.2,,,,,,Sandy,114.296391,38.514041,176,Flat,0.423815012,4716.399902,3344.100098,829.4000244,0.455303997,-3.299999952,26.10000038,42.29000092,-20.62000084
B2_3_12,1.6341739,31.3265,1.195,452.915,10917.0,5829.5,11937.0,7.718,1815.0,65.059,55.3185,631.5,37110.5,11.4335,27.0875,21.0625,109.8805,13.8935,4.285,8.437,41.717,37.8655,13.231,10.2275,4.4745,0.523,0.1835,2.974,0.3525,3.7555,151.381,36.211,75.919,8.345,31.089,5.5635,1.0025,4.5805,0.5725,3.086,0.5395,1.4895,1.1945,0.3545,12.4195,11.736,,5.57,94.55,6.84,144.6,,,,,,Sandy,114.296391,38.514041,176,Flat,0.423815012,4716.399902,3344.100098,829.4000244,0.455303997,-3.299999952,26.10000038,42.29000092,-20.62000084
B2_3_13,1.27781695,34.443,1.3165,318.9965,10682.5,4553.5,11490.0,7.628,1674.0,66.56,61.788,627.0,36264.5,12.736,30.582,25.032,95.233,15.4495,4.942,9.223,38.929,38.031,15.8545,8.294,5.2135,0.593,0.1905,2.564,0.242,3.927,141.8,43.4705,91.4255,10.387,38.9855,6.905,1.1845,5.616,0.6815,3.6055,0.619,1.665,1.2775,0.2025,13.3185,11.6245,77.0,84.73,107.83,7.74,144.6,,,,,,Sandy,114.296391,38.514041,176,Flat,0.423815012,4716.399902,3344.100098,829.4000244,0.455303997,-3.299999952,26.10000038,42.29000092,-20.62000084
B2_3_14,3.52892555,25.957,1.0225,333.774,9688.0,4265.5,19123.5,5.7895,1493.0,50.227,38.6415,546.0,30473.5,9.566,22.014,17.8095,55.9475,14.025,4.0825,9.3595,35.3535,50.442,13.5525,9.707,4.1435,0.6795,0.168,2.666,0.2655,3.5915,146.3745,46.262,100.533,11.068,41.268,7.2925,1.166,5.8735,0.703,3.546,0.584,1.517,1.1055,0.266,13.3285,14.148,72.38,22.94,122.31,7.87,169.6,,,,,,Sandy,114.296391,38.514041,176,Flat,0.423815012,4716.399902,3344.100098,829.4000244,0.455303997,-3.299999952,26.10000038,42.29000092,-20.62000084
B3_1_5,0.84982267,6.866749963,0.258114349,497.502692,4569.394787,995.4695376,10482.40773,1.311398315,229.8274974,14.03199715,12.86672211,179.542083,9852.066594,3.95294799,9.407621623,11.25384497,33.35790856,2.08411928,0.660676965,4.018028427,8.975715212,29.26509108,3.679974421,1.470907135,0.645777271,0.205302783,0.100877272,3.500071792,0.2663358,1.127335146,48.599857,8.070958068,16.43094966,1.962646867,7.447707284,1.418509652,0.263898008,1.241697592,0.155267332,0.793221666,0.141175046,0.370554789,0.291020911,0.058321246,7.67378786,2.843821044,272.734,34.02921922,105.25,8.12,166.8,7.2,7.75,14.95,996.2414,7.707254734,Clay,115.257991,38.489539,34,Flat,0.459454,4829.899902,3451.699951,845.2000122,0.426030993,-3.299999952,26.79999924,41.77999878,-21.29999924
B3_1_6,1.0154581,7.040279799,0.238613391,390.11862299999996,4698.513882,978.4884659,10562.39677,1.388687526,235.0818267,14.33276537,12.77587542,187.0563588,10139.94043,4.252214629,9.542099119,12.25954504,22.01574271,2.063559032,0.654498113,4.332978709,9.169758781,29.75226273,3.710423262,1.485770415,0.635849541,0.185573075,0.113038523,3.554604383,0.312891603,1.163238449,49.06960894,7.776387657,15.96985632,1.887685977,7.208954241,1.400498568,0.274589708,1.263843195,0.158533797,0.791687259,0.142089394,0.387642884,0.296549768,0.056339244,7.289171989,2.25325472,160.93,15.95405233,71.95,8.05,169.1,5.41,16.15,21.56,962.192,13.97975887,Clay,115.257991,38.489539,34,Flat,0.459454,4829.899902,3451.699951,845.2000122,0.426030993,-3.299999952,26.79999924,41.77999878,-21.29999924
B3_1_7,1.14023282,6.466003078,0.273546033,532.8904365999999,4285.729973,906.54216,9931.348076,1.172222972,208.1042195,12.87624737,11.58572015,166.2573884,9033.670854,3.690414563,8.670138118,10.89087478,19.9901003,1.892590363,0.556801224,3.7645159,8.100008667,28.45589358,3.426161836,1.338217214,0.561983143,0.175942227,0.084639057,3.125548735,0.261327095,1.016157861,45.62087598,7.214068124,14.87093107,1.767482687,6.684288926,1.251902178,0.247067653,1.148609469,0.143327667,0.715762637,0.128760263,0.339935769,0.266193721,0.049797539,6.47195071,2.340577574,215.985,14.28571429,93.5,8.07,170.6,5.84,6.55,12.39,842.0874,15.25277996,Clay,115.257991,38.489539,34,Flat,0.459454,4829.899902,3451.699951,845.2000122,0.426030993,-3.299999952,26.79999924,41.77999878,-21.29999924
B3_1_8,0.94787888,8.775046652,0.368205418,431.0298734,5981.349286,1151.631538,13484.53406,1.649242445,283.0221841,17.85444706,15.93538735,241.4536042,12569.38513,5.216666075,12.17344817,14.56054111,31.95709642,2.625023363,0.849835719,5.403027922,11.33338888,37.62186157,4.767091598,1.838675333,0.754492609,0.264898182,0.100527592,4.074037151,0.357582973,1.437496571,61.52289903,9.908337876,20.63061549,2.439933262,9.318576584,1.755698717,0.34215627,1.578189269,0.200208074,1.031202655,0.183924513,0.487371578,0.375951809,0.068055796,9.670836418,2.852929306,186.34,15.48699093,77.45,8.22,174.9,7.02,3.88,10.9,896.8036,13.29796061,Clay,115.257991,38.489539,34,Flat,0.459454,4829.899902,3451.699951,845.2000122,0.426030993,-3.299999952,26.79999924,41.77999878,-21.29999924
B3_1_9,1.49296155,6.993988343,0.261494326,439.767584,4545.636195,919.2230868,10603.16578,1.254969428,217.0865163,13.55749247,12.3962618,177.9141588,9459.188143,3.927908409,9.28711589,11.33029653,32.50689274,1.97877039,0.590169311,3.942848658,8.691167089,29.05499794,3.54571768,1.356492684,0.57168798,0.189116648,0.087897244,3.447576745,0.295174549,1.103516719,46.43987122,7.254584782,14.70111235,1.750652435,6.661481042,1.270491097,0.246573002,1.178707916,0.149142806,0.755860993,0.137788847,0.356398032,0.288687474,0.04884547,6.89109828,2.104364166,267.652,13.6835797,74.75,8.24,170.0,6.26,4.96,11.22,835.3114,14.43097696,Clay,115.257991,38.489539,34,Flat,0.459454,4829.899902,3451.699951,845.2000122,0.426030993,-3.299999952,26.79999924,41.77999878,-21.29999924
B3_1_10,1.58529708,6.98829025,0.256515047,385.6580798,4325.155403,882.4417604,9800.151872,1.215830096,217.4412926,13.09149944,12.03965727,167.4722074,9252.823275,3.770808737,8.761234997,10.64781618,19.79824364,1.940172595,0.595370704,3.809996176,8.298184044,27.60622913,3.361869426,1.365255675,0.556727623,0.186548865,0.07971427,3.335622799,0.269571233,1.061945821,44.7292373,7.125771432,14.5682781,1.742844615,6.624826282,1.24702104,0.248273119,1.120153253,0.143534143,0.72498545,0.127582059,0.336695009,0.280672348,0.049579526,6.52406038,1.976050887,137.214,12.49600128,104.45,8.29,168.0,6.89,7.77,14.66,988.1102,15.00234779,Clay,115.257991,38.489539,34,Flat,0.459454,4829.899902,3451.699951,845.2000122,0.426030993,-3.299999952,26.79999924,41.77999878,-21.29999924
B3_1_11,1.98900487,8.980364126,0.340587167,556.1058396000001,5794.213015,1182.659139,12782.58455,1.636164615,282.7159474,17.36385771,15.44775366,232.3459184,12222.51644,5.064169027,11.76994612,14.49791385,28.70992913,2.626842756,0.847674798,5.146555982,11.16907542,35.92882436,4.541450524,1.774705084,0.743961616,0.234270641,0.108546882,3.924059186,0.348732345,1.418225413,60.90488,9.67520277,20.06089884,2.37115075,9.05593136,1.678378132,0.337040003,1.521049912,0.19419126,0.980230172,0.175338643,0.469920795,0.376000422,0.066239307,9.063926262,2.606222503,267.652,15.28838083,90.5,8.26,162.7,8.81,8.62,17.43,908.1534,12.07103942,Clay,115.257991,38.489539,34,Flat,0.459454,4829.899902,3451.699951,845.2000122,0.426030993,-3.299999952,26.79999924,41.77999878,-21.29999924
B3_1_12,1.93724039,7.397248519,0.211843978,364.91484479999997,4639.831747,959.0532753,10418.9743,1.319534785,228.2634412,14.02389569,13.19143976,184.9161397,9960.857757,4.094359014,9.801293637,11.68553606,25.46459379,2.121835756,0.663995156,4.191220541,9.040295107,29.44356985,3.75544432,1.448435951,0.598044753,0.188752158,0.102632395,3.476454671,0.284171228,1.147563308,48.21845619,8.171780899,16.80290961,1.981936251,7.533164841,1.403804282,0.272366657,1.241910184,0.161465429,0.808511982,0.144986172,0.379149113,0.301958396,0.049512866,7.321985249,2.157902383,189.728,14.6642193,222.0,8.3,170.4,6.67,5.27,11.94,981.1648,15.46039677,Clay,115.257991,38.489539,34,Flat,0.459454,4829.899902,3451.699951,845.2000122,0.426030993,-3.299999952,26.79999924,41.77999878,-21.29999924
B3_1_13,1.1756118,5.906591177,0.18185874,571.2080087,3853.249782,818.5397004,8901.554098,1.074092609,186.8790861,11.53058578,10.50777608,148.898586,8077.185213,3.247437216,7.726307755,10.14615295,22.99806939,1.696010852,0.546304283,3.352551777,7.330451103,25.85230315,2.983850677,1.199785097,0.486443405,0.163013746,0.078136584,3.05944688,0.246957066,0.921537046,41.78032415,6.365518654,13.01327246,1.557165203,5.810406601,1.09675131,0.215763226,1.005978624,0.127388862,0.62765186,0.11074581,0.30879635,0.237900689,0.048420804,5.888466932,1.797240676,269.346,21.67225951,89.35,8.15,182.1,8.21,15.35,23.56,1023.3454,13.85695547,Clay,115.257991,38.489539,34,Flat,0.459454,4829.899902,3451.699951,845.2000122,0.426030993,-3.299999952,26.79999924,41.77999878,-21.29999924
B3_1_14,1.96029139,7.979904523,0.289007243,464.8205612,5216.415777,1062.571075,11433.11556,1.424839997,248.4924613,15.26365335,14.27154777,203.7343436,10805.93981,4.464951571,10.40998641,12.73469261,22.46924457,2.274436441,0.743973549,4.554420028,9.900880769,32.26536341,4.017248,1.556510496,0.649912931,0.197370001,0.11029006,3.765816833,0.313294888,1.24076899,53.56378311,8.673186816,17.85207556,2.103535547,7.990872047,1.478829328,0.288573063,1.347838093,0.16989309,0.870942021,0.154597504,0.405399058,0.327016442,0.05743847,7.815392724,2.466301552,191.422,14.58133589,80.85,8.3,172.1,8.04,10.35,18.39,1062.138,14.1096346,Clay,115.257991,38.489539,34,Flat,0.459454,4829.899902,3451.699951,845.2000122,0.426030993,-3.299999952,26.79999924,41.77999878,-21.29999924
B3_2_5,3.0177288,11.23609516,0.379924278,564.9723993,8682.659826,1999.143564,19798.15104,2.640543236,757.7759666,35.31913122,26.10545243,284.0924241,19770.66061,6.79358563,15.74642107,13.09394947,25.87871076,3.881618009,1.41295088,4.92835209,13.65773117,31.00940093,7.095612523,3.08520633,1.746740223,0.282241684,0.096545056,4.534887348,0.379397772,1.631094313,61.17738463,18.42512731,37.68999965,4.34382688,16.26688571,2.899841696,0.484950455,2.533703313,0.308274693,1.551547143,0.278442085,0.748220621,0.608492932,0.093526559,7.984656618,9.052059867,66.066,10.28149331,90.35,8.54,139.2,4.67,3.74,8.41,387.079,8.044870189,Sandy,115.257577,38.45659,35,Flat,0.460069001,4831.0,3452.199951,846.0999756,0.425594002,-3.299999952,26.79999924,41.77999878,-21.36000061
B3_2_6,4.36629786,10.83673059,0.424851297,299.6042032,7221.023085,1920.885755,15640.09786,2.532339294,634.7566734,31.26863827,23.35998051,265.2186564,18359.81696,6.066898268,13.42530883,11.57879853,21.67739305,3.705241254,1.415894329,5.317197686,13.4365739,26.6505443,7.731635048,2.868388338,2.680676315,0.270751615,0.068328981,4.207279048,0.434539802,1.645877253,57.39135699,19.31457044,37.81968145,4.313860642,16.09386999,2.985476364,0.470752625,2.626134513,0.332871793,1.738181315,0.318330997,0.869613166,0.680514487,0.086098274,8.461214046,7.709465634,231.231,4.709274387,100.05,8.57,162.3,5.21,3.78,8.99,350.8274,6.241831991,Sandy,115.257577,38.45659,35,Flat,0.460069001,4831.0,3452.199951,846.0999756,0.425594002,-3.299999952,26.79999924,41.77999878,-21.36000061
B3_2_7,3.06934659,11.08009983,0.445531187,449.8163694,7907.255809,2085.767886,17293.05195,2.621348772,704.250653,34.37374309,25.11822268,276.6028008,19808.27234,6.527037577,14.46784773,13.09962049,25.02925954,3.816135566,1.410704043,5.197646422,14.46906692,30.01621954,6.775015277,3.113715086,1.814750009,0.271580723,0.072499293,4.466669223,0.424335989,1.726888044,59.9115978,15.51513432,32.4112168,3.751149535,14.10960421,2.664886705,0.466717954,2.355553155,0.294657925,1.487775572,0.263022138,0.696203334,0.564514707,0.095283551,8.336689527,5.134010249,191.422,13.59564939,131.25,8.43,140.2,4.53,5.01,9.54,450.7734,6.12941889,Sandy,115.257577,38.45659,35,Flat,0.460069001,4831.0,3452.199951,846.0999756,0.425594002,-3.299999952,26.79999924,41.77999878,-21.36000061
B3_2_8,4.43310655,9.793974683,0.364414465,455.5644977,7441.901741,1937.538328,16689.98253,2.47325543,690.1879303,36.20810323,24.96043077,259.9281473,20249.72486,6.022070863,13.65797035,12.20964536,21.71824572,3.894794151,1.542754654,4.749174252,12.88077097,28.36644608,7.35197569,3.00038696,1.57059483,0.258396907,0.07605423,4.12430515,0.953929048,1.55462979,55.28082175,19.41516445,38.86569262,4.379292951,16.14172807,2.963376443,0.487853728,2.645454612,0.31763152,1.581485568,0.282993577,0.754231111,0.613355832,0.082125198,7.910335035,5.496179286,164.318,15.36987504,133.65,8.41,134.3,5.62,3.68,9.3,352.5214,6.79613555,Sandy,115.257577,38.45659,35,Flat,0.460069001,4831.0,3452.199951,846.0999756,0.425594002,-3.299999952,26.79999924,41.77999878,-21.36000061
B3_2_9,5.54839835,11.59057305,0.449739055,471.60090550000007,8111.189661,2108.86351,16718.0773,2.752761301,670.0351099,36.49557019,24.94573282,288.1549057,20852.90671,6.899462724,14.7743275,13.90655971,24.59629844,4.172826147,1.538825098,5.688763355,15.25659965,29.56013763,7.7337762,2.72638844,1.536544647,0.278788627,0.098454194,4.436791844,0.538163284,1.854589175,69.86122567,19.39372921,37.62004843,4.425227849,16.34261864,2.999936049,0.483672565,2.587303042,0.329159466,1.651947513,0.296877525,0.768126154,0.616002002,0.064066603,9.297520497,5.218492205,186.34,7.291250499,73.3,8.43,129.9,4.61,5.6,10.21,461.1068,7.618124956,Sandy,115.257577,38.45659,35,Flat,0.460069001,4831.0,3452.199951,846.0999756,0.425594002,-3.299999952,26.79999924,41.77999878,-21.36000061
B3_2_10,3.57391581,13.05220927,0.485187854,575.9569119,9274.762589,2296.308931,20122.0899,3.040531591,766.4373771,39.78340581,29.37972943,309.2798928,22799.3083,7.929889999,16.8184957,15.08664311,26.29745402,4.648337856,1.63949323,6.427075026,16.6163711,34.75824074,7.735400795,2.808847825,1.623232759,0.349182631,0.088625267,4.940185053,0.452871747,1.959326749,69.59107858,22.98360667,46.09181983,5.184916701,18.83354322,3.341912051,0.545121367,2.871005279,0.347080965,1.712083763,0.304443603,0.778270342,0.629366684,0.072443176,9.360885711,6.704658909,214.291,8.289389581,106.15,8.49,137.4,3.99,2.18,6.17,260.029,9.026573724,Sandy,115.257577,38.45659,35,Flat,0.460069001,4831.0,3452.199951,846.0999756,0.425594002,-3.299999952,26.79999924,41.77999878,-21.36000061
B3_2_11,4.69591199,12.9078138,0.396101345,429.5842538,8259.688164,2298.492387,17684.74901,2.80737189,667.7073111,33.27068321,25.24390633,304.5937685,19817.79964,7.036934606,15.7441053,14.475633,25.81760401,4.212891387,1.485911992,6.141078467,16.04502557,32.3363253,7.425815272,1.851246925,1.253713053,0.293579439,0.091206482,4.617261696,0.43623988,1.987404782,71.38340391,18.81523254,37.55207833,4.416998555,16.68487213,3.078772718,0.505320734,2.675613425,0.330251442,1.635461974,0.288655904,0.737627528,0.591578137,0.045950462,10.02940167,5.443388898,121.968,13.97261368,116.45,8.44,153.6,3.41,2.96,6.37,409.4398,5.961716074,Sandy,115.257577,38.45659,35,Flat,0.460069001,4831.0,3452.199951,846.0999756,0.425594002,-3.299999952,26.79999924,41.77999878,-21.36000061
