Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S,AN,AP,AK,pH,EC,Li_P,Be_P,Na_P,Mg_P,K_P,Ca_P,Sc_P,Ti_P,V_P,Cr_P,Mn_P,Fe_P,Co_P,Ni_P,Cu_P,Zn_P,Ga_P,Ge_P,As_P,Rb_P,Sr_P,Y_P,Zr_P,Nb_P,Mo_P,Cd_P,Sn_P,Sb_P,Cs_P,Ba_P,La_P,Ce_P,Pr_P,Nd_P,Sm_P,Eu_P,Gd_P,Tb_P,Dy_P,Ho_P,Er_P,Yb_P,Hf_P,Pb_P,Th_P,Longitude,Latitude,DI,GDD0,GDD5,GP,MI,MTCO,MTWA,Tmax,Tmin,ALT_extract,Altitude,R_Altitude,NH4_N,NO3_N,N.N,TN,OM,Province_Hebei,Province_Henan,Province_Shandong,Province_Shannxi,Province_Shanxi,Province_Sichuan,City_Baoji,City_Bazhong,City_Bozhou,City_Deyang,City_Guangyuan,City_Heze,City_Jinan,City_Linfen,City_Linyi,City_Mianyang,City_Nanyang,City_Sanmenxia,City_Shangluo,City_Shijiazhuang,City_Tongchuan,City_Weinan,City_Xianyang,City_Xuchang,City_Yuncheng,City_Ziyang,Landscape_Hills,Landscape_Mountain,Landscape_Slope,SoilType_Roam,SoilType_Sandy,CultivationType_Seedings,CultivationType_Unknown,ClimateType_II,ClimateType_III,按气候聚类划分的类型_II,按气候聚类划分的类型_III,Cluster
23.22631922,1.464540619,232.5453276,9026.038906,4254.524586,16702.1592,6.493203177,1211.695352,48.92081469,49.28361362,636.819693,31751.15871,13.04196256,30.04805311,41.09116008,81.32706653,9.198413489,2.270055625,1.607978646,35.18448475,29.94184833,15.32772829,3.204021069,2.097093423,0.487461859,2.987059452,5.544007035,0.6610591,4.023805695,164.0031614,32.57228542,64.21042818,7.562665828,28.03316819,5.271590317,0.991901625,4.833344504,0.610001556,3.231194807,0.578449575,1.579048613,1.294972862,0.071482152,30.99894761,7.061647773,188.034,7.986901482,89.8,8.13,173.8,0.631567292,0.044834155,2340.2351,5750.310429,10072.95627,2870.330272,0.077524726,11.40038837,1.346501321,1.59888562,29.12138527,558.0847318,0.352705805,0.938424771,13.11959571,14.93572733,0.161740035,0.047179974,0.278202031,8.939608127,10.97511502,0.307585526,0.442967919,0.061067735,0.261941995,0.029195359,1.078381217,0.048297031,0.09474014,23.88482064,0.563351373,1.15640274,0.131541284,0.494019377,0.093277188,0.021778689,0.091976894,0.011968186,0.064317978,0.011880978,0.034265229,0.024442968,0.013115619,0.616182283,0.188225061,117.8124817,36.34571167,0.23525703,4512.5,3135.699951,811.7999878,0.607629001,-3.0,25.0,38.84000015,-22.29999924,348,336,1040.373995,10.26,3.66,13.92,1353.6754,13.96065728,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
21.61776519,1.389424649,182.6897924,8254.724513,3913.573538,14310.01035,5.952314744,1090.297634,44.01463733,49.35885939,600.9330445,29016.91927,12.19418311,27.99506679,37.46404491,72.8826733,8.362334316,2.068328251,1.410785726,32.13233646,27.2629656,14.27500457,1.607396333,1.750917813,0.4600374,1.421089342,5.747531044,0.667649627,3.693318586,146.9065566,30.43890413,60.34113214,7.031595715,26.18977337,4.927821735,0.909404999,4.605727151,0.578631538,3.028556549,0.532393591,1.427021304,1.196684207,0.029026237,27.96417205,6.970992841,267.652,14.66656024,142.7,8.13,193.7,0.709508996,0.036821148,2033.102972,4528.694137,6538.178927,2871.880333,0.127884556,7.293847863,1.589819829,2.610456662,32.10544216,732.3370756,0.400290548,1.309586023,11.1620512,14.07149655,0.225007396,0.058225221,0.315232489,5.574098878,10.90324851,0.385141,0.028057473,0.027789947,0.489407867,0.036387504,0.091612948,0.038248601,0.125669009,19.34835291,0.850632746,1.67366098,0.19568569,0.716977532,0.135475748,0.027496343,0.119197179,0.015568706,0.082671566,0.014619324,0.040905519,0.03175649,0.002198162,0.706228172,0.227760894,117.8124817,36.34571167,0.23525703,4512.5,3135.699951,811.7999878,0.607629001,-3.0,25.0,38.84000015,-22.29999924,348,336,1040.373995,11.62,5.16,16.78,1576.9446,17.57099279,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
20.48457902,1.255643859,565.3439652,7704.965872,3685.826258,11123.23116,5.296668578,1098.289701,42.19887682,35.02509384,520.4774671,27020.22289,11.09229579,25.30571093,31.4715631,61.83108199,7.772621121,1.906695744,1.808840681,29.32806391,24.42624487,12.81363272,1.788312309,1.857272322,0.392327056,4.762310228,5.182695451,0.731549695,3.45022195,132.3984472,29.03650165,58.88583605,6.718373459,24.98659823,4.721883835,0.8659802,4.332724671,0.531706787,2.775058586,0.487275618,1.323739022,1.101804771,0.029077917,31.41406129,7.400538457,201.586,11.99616123,153.45,8.12,290.0,0.464108182,0.014284834,1783.841551,5258.656373,9563.461578,2904.432752,0.046311446,8.840134566,0.935074994,1.353784902,26.75538228,377.463789,0.325778879,1.067539386,11.61820881,22.40886663,0.122225616,0.032983805,0.220904484,4.904365015,11.29696208,0.226985747,0.301106352,0.052038679,0.213043704,0.03090458,0.990712043,0.039362903,0.070358332,18.18405585,0.429538734,0.894480478,0.096905907,0.37092802,0.071074822,0.016933504,0.083897643,0.008320644,0.04492717,0.009290012,0.025121152,0.018109858,0.009068041,0.522645842,0.120993067,117.8124817,36.34571167,0.23525703,4512.5,3135.699951,811.7999878,0.607629001,-3.0,25.0,38.84000015,-22.29999924,348,336,1040.373995,12.52,4.39,16.91,1492.5834,19.25879471,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
19.56200105,1.176446259,273.3410874,7128.79154,3482.429507,19468.09117,5.177740172,1001.464528,39.65432547,33.8163487,506.2679893,25401.90113,10.39647794,23.69835,34.76388411,69.27782323,7.469564227,1.906714441,1.510232983,29.52730776,28.02707788,12.37785183,2.393062736,1.854235409,0.381336532,1.479638478,4.957108622,0.661569175,3.255043559,125.7606823,29.63342964,60.67954666,6.768804541,24.64525638,4.518065757,0.824896575,4.10651937,0.508844319,2.716016783,0.472190748,1.27119191,1.052829908,0.037082056,24.61199672,11.52476728,269.346,17.87926006,115.95,8.09,162.4,0.641281184,0.037529023,1699.440469,5107.897299,9471.013987,3222.010314,0.107086422,12.61483412,1.907481392,3.232103829,33.75853818,692.867251,0.434056992,1.627200372,10.59415239,15.04119548,0.225049125,0.048572646,0.319640967,8.980514642,11.45567308,0.404118429,0.101060123,0.070738641,0.297017241,0.035389992,0.515132479,0.049441843,0.123404288,21.56588958,0.864291684,1.794373591,0.194893017,0.729344699,0.130217098,0.028589979,0.12694309,0.016345428,0.082278385,0.014999797,0.044984625,0.031379677,0.002885182,0.723272134,0.226848549,117.8124817,36.34571167,0.23525703,4512.5,3135.699951,811.7999878,0.607629001,-3.0,25.0,38.84000015,-22.29999924,348,336,1040.373995,10.78,6.94,17.72,1456.3318,10.3516305,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
19.97857643,0.998843913,274.0418445,7084.794932,4000.775367,28077.09258,4.921984692,784.8682033,38.7132405,31.69134142,505.2452729,25355.97383,10.24557373,23.62263005,38.64483981,68.25639873,7.441075274,1.778688442,9.345576022,33.07657543,36.25701079,12.33237048,1.827601778,1.812814744,0.383168489,7.663488035,5.95165872,0.5924764,3.337785167,129.6232956,27.1664653,53.81561239,6.146804956,22.51746651,4.253444556,0.795031069,3.879268671,0.491892608,2.592443007,0.462496453,1.232900931,1.033900264,0.034636603,29.66236431,6.951333605,201.586,21.26003114,189.35,8.04,183.1,1.376652049,0.056245649,1699.672333,5804.364973,11022.63036,3195.638373,0.230971091,26.75349512,3.182286933,3.80843388,44.18361245,1390.554713,0.674580016,2.052571365,11.72005956,16.04574513,0.388568843,0.100565438,0.612801155,5.363055386,11.03920391,0.64123422,0.410486346,0.113476597,0.26445062,0.044796706,1.09026721,0.078272302,0.17810024,23.55540209,1.506605369,3.078094964,0.341821205,1.266714467,0.233617239,0.046930538,0.217004816,0.027807666,0.141302946,0.025984567,0.069592424,0.0546674,0.009709427,1.271725531,0.504326772,117.8124817,36.34571167,0.23525703,4512.5,3135.699951,811.7999878,0.607629001,-3.0,25.0,38.84000015,-22.29999924,348,336,1040.373995,11.17,6.28,17.45,1643.3494,20.45310694,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
19.50763457,1.062561366,248.7638913,6735.083958,3767.978031,17810.12631,4.711666182,932.3291103,39.35370265,35.58961072,478.3930124,26565.249,9.773668655,23.18271369,34.6976714,61.02302859,7.211546883,1.803958724,1.242233366,30.6585461,27.74323623,11.64188367,0.852872257,1.44192158,0.384215908,1.690166732,4.814670147,0.401128929,2.993718041,118.5385495,28.02120486,54.23856536,6.222417452,22.55415841,4.091507656,0.744394432,3.753711891,0.467251052,2.432347099,0.435889432,1.173836392,0.98022681,0.008253546,22.53558767,5.734927646,271.2094,31.48866408,269.05,8.06,166.7,0.597140016,0.033987201,1813.259132,6288.727586,9954.189684,2826.087796,0.114811536,14.32369797,2.236453524,2.490750444,35.51418031,728.3781256,0.379202212,1.615084331,13.14206485,18.26604102,0.210143665,0.047882954,0.374727762,5.547525749,10.50408836,0.370998064,0.350808569,0.066694857,0.53115921,0.031947058,1.143939994,0.060263454,0.11021329,24.13461301,0.841540261,1.7253204,0.192448889,0.734534749,0.133362974,0.029160183,0.126642385,0.015964616,0.083096222,0.015523905,0.039781802,0.033652459,0.009091512,1.853726618,0.273415835,117.8124817,36.34571167,0.23525703,4512.5,3135.699951,811.7999878,0.607629001,-3.0,25.0,38.84000015,-22.29999924,348,336,1040.373995,10.89,10.64,21.53,139.4162,20.41606922,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
20.16102448,0.944907906,291.2618491,6780.454692,4326.114698,15512.2078,4.945585707,1016.202399,39.86235547,32.5389208,501.1762015,25185.23968,10.16282795,22.85489606,35.60241101,71.95704439,7.530757717,1.769148394,1.082316664,34.05537435,26.76841642,14.83816072,2.913232809,1.768944731,0.425379362,3.275085986,4.934430412,0.422136495,3.230163509,126.1688965,28.38758982,58.83103046,6.515640528,23.67292166,4.476953068,0.809534731,4.177564716,0.562525667,3.139862935,0.570966151,1.62481508,1.415475347,0.045384395,28.74531199,24.35371593,337.106,38.09333865,362.75,8.02,170.3,0.663988646,0.047019874,1904.920241,5414.306836,10070.4332,2881.224555,0.099282517,13.97925626,2.455582516,2.412458437,30.49899811,732.4662556,0.378405212,1.314582476,9.867869214,21.87163247,0.20058929,0.050014522,0.511602101,2.941241113,10.19461792,0.385706387,0.435468589,0.064540987,0.403522507,0.041344554,0.972327426,0.069806522,0.088339765,22.45976269,0.820523305,1.654485061,0.189762265,0.700098019,0.132698888,0.029303354,0.124743196,0.016147578,0.079980929,0.014560614,0.040144608,0.031752572,0.010866866,0.955049147,0.24586853,117.8124817,36.34571167,0.23525703,4512.5,3135.699951,811.7999878,0.607629001,-3.0,25.0,38.84000015,-22.29999924,348,336,1040.373995,12.27,9.18,21.45,2052.9586,23.88336692,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
16.59263646,0.926293037,183.3637969,5295.11515,3191.198197,13418.32984,4.182390731,793.7128101,32.90035584,27.57913833,410.2328964,21421.19081,8.648557015,19.99702065,26.60937392,61.09047671,6.351985773,1.440612934,1.005078172,26.25001976,20.6611525,10.36756853,0.971908232,1.151410244,0.274463111,2.383583595,3.976365257,0.354361112,2.679780855,104.1595759,23.56605363,46.8234197,5.261009136,19.22142719,3.518725733,0.64259734,3.250784197,0.401801734,2.158412127,0.385618603,1.068488976,0.897467059,0.005793657,22.83570169,6.508703223,257.3186,10.57884232,159.0,7.98,134.7,0.795855906,0.014663083,2049.336391,4443.709259,9918.106082,2687.68264,0.11879413,15.50547458,2.069686611,2.815467594,34.70906727,804.7622872,0.44129643,1.461355574,15.9867954,27.32027839,0.232469299,0.056402756,0.363058087,5.627764064,10.38869767,0.441236852,0.470191131,0.079043617,0.531443784,0.053714988,0.979144923,0.057423281,0.111293943,33.26081997,0.913991788,1.843506707,0.215631594,0.821640023,0.151977536,0.032805753,0.141855886,0.018257023,0.094090117,0.01656864,0.048560471,0.035453161,0.012343358,2.138155011,0.297409104,117.8124817,36.34571167,0.23525703,4512.5,3135.699951,811.7999878,0.607629001,-3.0,25.0,38.84000015,-22.29999924,348,336,1040.373995,10.53,4.98,15.51,1521.7202,23.05771903,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
19.47776086,1.070456154,237.9269857,6489.552504,3485.545212,13653.27428,4.849826486,929.4913342,38.3409023,32.69024886,503.1528797,25061.23927,10.81968657,23.05029229,34.10754235,63.46281255,7.119264287,1.693260575,1.175063421,29.6892195,24.57580474,11.52951899,1.350815378,1.416925781,0.36331991,1.346380359,4.581444065,0.523113518,3.187470605,123.9956536,26.08291567,52.30889473,5.97260557,21.95548052,4.077397804,0.764891187,3.741264762,0.468554319,2.44047065,0.439801203,1.17239512,1.00545531,0.015166113,24.25143409,6.405234843,198.198,20.07029596,174.4,7.96,195.1,1.500101812,0.058948477,1987.86019,5009.868808,10216.09323,4281.340809,0.316163699,35.9989852,3.334876291,4.876132655,57.11671607,1659.754202,0.83338281,2.26098416,15.96484591,18.51880997,0.524536699,0.111509886,0.707488977,10.90612913,13.24344502,0.936451331,0.441172425,0.144973867,0.378516357,0.060437504,1.050079289,0.081971874,0.266790992,21.83149193,2.139128384,4.29942782,0.47878172,1.765556448,0.321392205,0.060164049,0.294620633,0.036720323,0.192524183,0.035435179,0.107508548,0.080868389,0.007678009,1.660799847,0.592571045,117.8124817,36.34571167,0.23525703,4512.5,3135.699951,811.7999878,0.607629001,-3.0,25.0,38.84000015,-22.29999924,348,336,1040.373995,12.33,7.45,19.78,1487.5014,22.0191582,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
19.18262496,0.98178996,201.8035723,6209.859812,3610.156012,12492.83848,4.989585894,910.9800844,38.57765636,32.09264304,492.7445652,24363.05584,10.23150181,22.99122395,31.0330134,59.85118899,7.264570089,1.787296907,1.14547226,29.39934492,22.56607252,11.62147803,2.081314978,1.519259395,0.321386532,3.179368538,4.67060513,0.58645617,3.221860676,124.9644635,27.6727999,56.10523655,6.317692524,23.03686843,4.24422315,0.770263583,3.820455286,0.476333409,2.499526895,0.444635216,1.200420785,1.004117919,0.030779074,26.88287456,7.620824525,267.652,12.77904237,202.1,7.95,164.6,1.133640308,0.02560338,2152.358615,5578.856984,8751.951393,3849.79469,0.189758385,21.61291275,2.226881997,2.94970452,45.4904746,1095.624399,0.60611455,1.773386156,11.58488096,20.76272569,0.330630699,0.074443401,0.463805115,8.706297584,12.96070768,0.675103034,0.089512057,0.081853492,0.461793339,0.050554396,1.090348261,0.061375009,0.1848244,24.57117476,1.451124907,2.766595454,0.320943089,1.171493746,0.210947753,0.042096685,0.205664561,0.025753999,0.140451156,0.024738038,0.068784141,0.054209555,0.003145739,1.154110156,0.38598477,117.8124817,36.34571167,0.23525703,4512.5,3135.699951,811.7999878,0.607629001,-3.0,25.0,38.84000015,-22.29999924,348,336,1040.373995,19.73,5.11,24.84,1421.9436,21.46341989,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
11.90407435,0.70220327,248.6435938,3643.068786,2223.043589,2009.048276,3.399946796,783.5594064,29.07504256,29.43522104,186.3352955,17710.5898,6.763482164,14.8016445,25.73532447,37.32483439,6.02608297,1.408231438,0.900040265,25.86907241,12.60036703,9.005519666,6.214943747,1.016421224,0.215192542,1.832809995,4.764455475,0.549933447,2.255147356,80.2280946,25.89766367,52.51685291,5.421382014,18.8660327,3.253858557,0.573184711,2.999847588,0.362762714,1.957266119,0.334052537,0.914466249,0.749538242,0.182386465,23.5931757,22.21680011,138.908,15.07226703,89.55,7.91,70.4,4.314184752,0.213629847,2718.542698,6714.233771,4865.174257,4505.458264,0.116605568,15.94368171,0.963256738,2.957397398,162.6135133,577.8318139,2.178884286,7.35578805,12.29235028,26.14786678,0.384871396,0.098814238,0.292435487,7.73622016,33.5099211,3.604013857,0.091581288,0.068328924,0.110931828,0.21045825,1.051441378,0.043169803,0.113816651,80.25220921,4.983058415,8.287940348,0.997305826,3.70625418,0.738738057,0.161955606,0.805886653,0.114409189,0.619842103,0.11793498,0.314660405,0.227937168,0.00501948,1.533600088,0.244880523,117.8964017,35.85612167,0.236590981,4885.5,3443.699951,844.2000122,0.606634021,-1.600000024,26.10000038,41.04000092,-18.95999908,256,273,923.0295054,18.18,3.65,21.83,845.4754,19.32002012,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,1
8.978428592,0.497174481,253.1507523,2611.787709,1689.575543,1557.712327,2.420898505,541.4984357,20.97313572,20.25585095,134.644493,12929.19094,5.014020148,11.46932949,21.73014239,28.35028891,4.519379514,0.900515963,0.663818086,18.78302125,11.9393683,6.444695549,5.143713178,0.668044237,0.170499709,1.633389999,4.333983373,0.289660792,1.668944539,61.40486123,17.50502218,36.49546143,3.743190314,13.12242078,2.324951278,0.437323608,2.078587205,0.250012673,1.356864167,0.243992771,0.684360914,0.558473265,0.129037088,16.33605918,16.17644302,191.422,5.489241087,48.95,6.47,78.3,1.521479254,0.14574096,1990.194047,4480.166002,6291.960257,2098.883792,0.121692545,15.76210224,0.95647185,3.455552785,62.2691278,617.2720111,0.715857354,4.972059276,16.57383572,18.97762268,0.290385247,0.068053545,0.248674409,12.14718975,19.46779852,1.509638315,0.172657975,0.706098037,0.329803753,0.050680236,1.28601491,0.050986011,0.14675139,88.36264195,2.399871669,4.585108931,0.536687941,1.990342981,0.407188334,0.096008431,0.407234396,0.059025344,0.311842415,0.057730701,0.151627128,0.117113762,0.063514943,1.27005679,0.271161608,117.8964017,35.85612167,0.236590981,4885.5,3443.699951,844.2000122,0.606634021,-1.600000024,26.10000038,41.04000092,-18.95999908,256,273,923.0295054,16.06,3.21,19.27,750.6114,43.38137108,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
7.252256777,0.595981956,312.5739541,2300.332547,1571.51306,1494.057469,1.993877998,364.9079907,18.10113541,18.32261565,104.4131968,11397.32453,4.207566691,11.20339307,22.36798835,28.56199835,4.047812397,0.8864232,3.01810132,17.05337873,8.960747351,5.863920966,4.376802414,0.503304776,0.387249738,0.540524426,6.74135341,0.337954506,1.54958944,53.60489793,17.94177302,35.04029151,3.661745736,12.47493205,2.143623417,0.430900663,1.940385258,0.273851896,1.241119403,0.260410416,0.638439297,0.522440997,0.147964499,13.95984836,24.04309744,137.214,4.583682092,36.45,6.93,52.7,2.206477022,0.085117721,1775.353308,4660.314951,5479.50992,2107.085668,0.094125093,8.380473175,0.752601817,2.089010413,50.29179692,504.3906609,1.261309634,3.933240646,13.23445745,15.71635427,0.289235635,0.068171633,0.230553773,8.779416267,19.06655493,1.693306286,0.050350043,0.225082377,0.171770966,0.045412489,0.499256871,0.039850825,0.105946298,45.63917594,2.613109381,4.884083261,0.575447782,2.10328632,0.437621406,0.095254897,0.444203194,0.06361068,0.340102048,0.064841429,0.177166654,0.126304122,0.01651125,1.119146519,0.296572566,117.8964017,35.85612167,0.236590981,4885.5,3443.699951,844.2000122,0.606634021,-1.600000024,26.10000038,41.04000092,-18.95999908,256,273,923.0295054,12.02,2.59,14.61,637.1134,19.69522294,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
5.795883416,0.37148332,215.0905452,1739.438414,1174.03614,1025.366947,1.538309928,285.4581384,13.82332039,12.40494881,87.27728267,8780.028484,3.355487216,8.168967433,17.88885331,17.06551834,2.944459581,0.601295897,2.437119313,12.79326312,6.753074932,4.094289212,2.875135218,0.19835125,0.101789103,0.311944641,4.151499802,0.1969741,1.180894733,41.63396401,11.45797882,23.28415872,2.386939038,8.380922047,1.454272771,0.27084327,1.399474869,0.155477575,0.848601267,0.149260057,0.417836278,0.343682255,0.080041711,8.089943057,10.00310422,186.34,11.19015267,45.0,6.85,81.8,1.604451924,0.109426931,1988.690999,4237.706685,6162.764053,1947.733677,0.14112238,19.04621407,1.103631676,3.188788195,53.16836455,730.2349456,1.151138978,5.908351148,14.5465144,19.09970307,0.319743023,0.079369202,0.316511586,11.05335212,16.18894193,1.690702041,0.372093655,0.204234906,0.156032147,0.05959793,1.064666926,0.04416107,0.146035543,60.77600143,2.683177231,4.895388183,0.589686701,2.177217102,0.439316745,0.095839203,0.457364201,0.064259504,0.33812912,0.064012698,0.170696063,0.131943681,0.017527059,1.244297752,0.423074418,117.8964017,35.85612167,0.236590981,4885.5,3443.699951,844.2000122,0.606634021,-1.600000024,26.10000038,41.04000092,-18.95999908,256,273,923.0295054,17.27,3.32,20.59,711.6494,14.48701617,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
9.944792459,0.615928197,300.1889306,3355.618455,2042.739884,1784.531239,2.676001101,522.6404895,24.17713934,22.54641571,140.8064655,15432.12301,5.672567763,13.69950312,26.07625287,32.40270876,5.402153141,1.157969131,3.679922769,22.61141126,11.74003866,8.570521501,4.512590753,0.321586346,0.1843049,0.751335397,6.768760918,0.389874455,1.954040483,70.36547442,22.52573837,41.79759946,4.76209895,16.6197378,2.859898361,0.524038523,2.644808224,0.342121067,1.832098875,0.329094557,0.910629399,0.749406126,0.118387392,13.58010055,25.48018224,267.652,7.691078349,51.8,6.88,60.1,1.821999286,0.160677999,2292.284064,4657.410127,5267.87579,2166.852675,0.071298264,15.19421969,0.822684877,1.51015713,55.56943059,557.366476,0.934959507,4.748254466,16.58601118,22.15242058,0.253443221,0.060785536,0.243539593,10.15225338,18.22055121,2.032892632,0.319680972,0.14804587,0.096590296,0.073108327,1.066590313,0.038526557,0.127376681,62.98551503,2.821537799,4.846779326,0.600386223,2.240693547,0.452759828,0.099035316,0.47296453,0.06880057,0.377304166,0.071340403,0.186408659,0.137512073,0.015182497,1.199728547,0.224712071,117.8964017,35.85612167,0.236590981,4885.5,3443.699951,844.2000122,0.606634021,-1.600000024,26.10000038,41.04000092,-18.95999908,256,273,923.0295054,14.26,3.06,17.32,833.1092,11.06666858,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,1
6.765409886,0.395647916,299.1674253,1998.367114,1443.932879,1305.524653,1.770213515,325.0447375,15.96882943,15.09299581,94.14497463,10242.48909,3.725536276,8.853492358,23.59739244,24.69591487,3.617082559,0.780344391,2.662713807,15.16643389,8.93556316,5.268667623,3.949585754,0.425117126,0.105824777,1.394588876,6.050551739,0.239702216,1.370213307,52.24305844,14.96649423,29.26975105,3.088243808,10.59615619,1.752235222,0.343115897,1.634530605,0.19876148,1.080113018,0.193349629,0.540004614,0.447224165,0.104527986,9.830258987,16.6192723,245.63,14.36380322,24.5,6.83,67.3,1.986983219,0.079295845,1966.512911,5235.016074,7662.413981,2319.339129,0.108275192,14.02013162,0.915999114,2.096297243,48.76067785,569.1118808,0.890991887,6.716963721,16.11371641,25.07499061,0.27619161,0.067190335,0.246296229,14.54170442,20.84922778,1.896943536,0.207551467,0.148453919,0.153315335,0.075353433,1.237522017,0.056392029,0.147323979,68.44456212,2.723242642,5.063342522,0.613039511,2.269330577,0.46845175,0.102951303,0.480353257,0.068793641,0.376673088,0.070439531,0.186092509,0.139979864,0.013560271,1.216091778,0.241422929,117.8964017,35.85612167,0.236590981,4885.5,3443.699951,844.2000122,0.606634021,-1.600000024,26.10000038,41.04000092,-18.95999908,256,273,923.0295054,12.8,3.0,15.8,806.5134,11.49531616,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
9.969073112,0.617590284,270.5793729,3102.765573,1899.347657,1655.040908,2.792754139,495.3365068,23.86838447,21.41569585,149.3892077,15151.20398,6.427933493,12.68609772,26.63973188,27.68175032,5.254953793,1.137526179,4.099424081,21.3938961,11.33057512,7.695999128,4.368440846,0.536448175,0.20583612,1.630115788,6.232714387,0.319662913,2.03018238,72.17791643,19.86188196,43.30313697,4.374050482,15.52644132,2.772489924,0.48976431,2.534819367,0.313617082,1.658750728,0.302464235,0.831686419,0.693513561,0.113643016,12.95816341,14.3385037,214.291,5.09144637,57.95,6.8,75.4,1.147552483,0.082743765,1816.414811,4772.2406,5050.423261,2052.195462,0.091231176,11.10941042,0.745459977,1.994558538,44.59440309,535.0908047,1.064947407,4.641638207,12.69300033,20.98717543,0.217751715,0.055564426,0.199315466,9.639429723,17.49107446,1.206728493,0.089852773,0.11522632,0.158674769,0.062960248,1.504543589,0.045249523,0.140779126,53.96668976,1.849609298,3.703631181,0.393156949,1.435315903,0.294148791,0.068076658,0.302874899,0.043300325,0.24177422,0.04369658,0.118930364,0.087824324,0.00847892,0.956374402,0.23983823,117.8964017,35.85612167,0.236590981,4885.5,3443.699951,844.2000122,0.606634021,-1.600000024,26.10000038,41.04000092,-18.95999908,256,273,923.0295054,13.88,5.75,19.63,857.164,13.98410743,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,2
