Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S,AN,AP,AK,pH,EC,Li_P,Be_P,Na_P,Mg_P,K_P,Ca_P,Sc_P,Ti_P,V_P,Cr_P,Mn_P,Fe_P,Co_P,Ni_P,Cu_P,Zn_P,Ga_P,Ge_P,As_P,Rb_P,Sr_P,Y_P,Zr_P,Nb_P,Mo_P,Cd_P,Sn_P,Sb_P,Cs_P,Ba_P,La_P,Ce_P,Pr_P,Nd_P,Sm_P,Eu_P,Gd_P,Tb_P,Dy_P,Ho_P,Er_P,Yb_P,Hf_P,Pb_P,Th_P,Longitude,Latitude,DI,GDD0,GDD5,GP,MI,MTCO,MTWA,Tmax,Tmin,ALT_extract,Altitude,R_Altitude,NH4_N,NO3_N,N.N,TN,OM,Province_Hebei,Province_Henan,Province_Shandong,Province_Shannxi,Province_Shanxi,Province_Sichuan,City_Bozhou,City_Deyang,City_Guangyuan,City_Heze,City_Jinan,City_Linyi,City_Nanyang,City_Sanmenxia,City_Shangluo,City_Yuncheng,Landscape_Hills,Landscape_Mountain,Landscape_Slope,SoilType_Roam,SoilType_Sandy,CultivationType_Seedings,CultivationType_Unknown,ClimateType_II,ClimateType_III,按气候聚类划分的类型_II,按气候聚类划分的类型_III
19.32568143,0.665650845,490.5128312,6552.547443,4439.634209,8546.587476,3.515005371,1223.339073,43.82174383,28.08453885,314.5791008,27673.21752,11.58682117,19.09690894,35.7874535,51.58439046,8.131855762,1.560969851,5.791186034,39.85876416,28.67888712,12.30370929,2.649544561,2.115938948,0.398179455,0.135853038,7.762171996,0.442646102,3.294358213,99.13821292,43.23089831,97.83736004,9.352625793,33.87480875,5.488779697,1.10147954,4.785647245,0.541344028,2.569119625,0.46186544,1.253941907,1.005169412,0.073677701,12.58006621,8.696205493,207.515,10.96272673,46.25,7.51,68.9,0.361876153,0.007106685,1735.786848,4446.648726,6737.295179,2306.273383,0.063870939,10.75010387,0.911994503,4.688260182,16.89829849,365.2703989,0.489827805,1.039277915,7.3282071,15.83936067,0.127605192,0.043118508,0.17067624,5.676071347,15.4284278,0.331890822,0.277757759,0.092380259,0.328792623,0.016052926,0.830746499,0.040774925,0.07439001,17.98681632,0.857655463,1.773456271,0.195474176,0.73296907,0.116387508,0.026906116,0.106023158,0.011689438,0.059996291,0.01028177,0.032572859,0.024597654,0.012965167,0.323417284,0.115426915,117.7570033,35.57754833,0.226072013,5009.5,3535.699951,855.2000122,0.615010977,-1.100000024,26.39999962,41.5,-17.47999954,202,228,847.1078646,7.35,2.74,10.09,1068.914,20.49919834,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
22.08504735,0.967286514,425.517862,7234.623737,5321.117247,9261.62966,3.860715265,1375.763344,46.39271572,30.88450745,346.7246551,28567.17204,12.18552596,20.09058582,34.98557575,54.13570087,9.276064849,2.730034147,6.013339791,47.31865043,29.7834065,12.78939573,2.540026249,2.524155362,0.77046252,0.11209419,7.27913127,0.467383281,3.641177205,104.0812544,42.66950369,99.07728629,10.08900634,36.38791728,5.892237688,1.18196903,5.04870346,0.576781452,2.716107145,0.482669752,1.282465546,1.063374392,0.097292128,12.12977419,7.596079174,189.728,21.47251518,130.0,7.59,98.2,0.445903473,0.021504163,1802.288571,3951.794086,14858.30644,3421.33457,0.079823214,18.55133284,1.559661838,1.418171459,14.6574657,490.1367488,0.463011799,0.840327777,6.602269201,13.67705344,0.17766361,0.069028036,0.313594549,6.226411798,17.14465376,0.431697931,0.279117403,0.106912674,0.554671209,0.012957661,0.89677357,0.039480164,0.104128645,19.70031919,1.185495731,2.367558113,0.274559715,1.023175409,0.167546483,0.036390628,0.143593485,0.017428198,0.076466481,0.015047359,0.042721973,0.034635167,0.013116639,0.368431409,0.15655785,117.7570033,35.57754833,0.226072013,5009.5,3535.699951,855.2000122,0.615010977,-1.100000024,26.39999962,41.5,-17.47999954,202,228,847.1078646,8.09,3.35,11.44,1008.0994,15.17410437,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
18.60735251,0.768251152,447.9643595,5816.019009,4048.649705,9140.450712,2.810556621,1065.16041,35.19122173,27.21931156,315.1240778,20959.16613,10.22953868,18.28320012,31.42116043,49.80924202,6.902572592,2.002486566,4.627256038,42.10393833,27.53271864,9.413377,1.774609089,2.101998546,0.58703002,0.14153386,6.262796452,0.445474045,3.232795163,85.09788438,30.57748998,72.44665548,6.977243171,24.98581048,4.10244957,0.824298578,3.657665271,0.428760068,2.083711315,0.370261147,0.982927619,0.83153723,0.062667938,11.39487316,10.55854772,250.712,19.09923603,33.35,7.47,99.3,0.381442826,0.031460031,1962.843904,5151.414914,8839.689589,2840.212801,0.064682271,12.00304254,1.614956334,1.940305561,19.8526743,384.8070089,0.339545952,1.458911966,10.19512046,14.91729534,0.164106059,0.05800811,0.174241104,6.879105225,16.75887882,0.306057417,0.083141563,0.08040668,0.347524484,0.015350664,0.328738165,0.036716762,0.098137169,23.2115217,0.85892424,1.833734824,0.193352582,0.723493807,0.12001997,0.027323602,0.103020154,0.012847503,0.060803727,0.011499216,0.030009898,0.0235142,0.006882524,0.402423966,0.149449628,117.7570033,35.57754833,0.226072013,5009.5,3535.699951,855.2000122,0.615010977,-1.100000024,26.39999962,41.5,-17.47999954,202,228,847.1078646,7.68,3.29,10.97,788.3876,17.49210245,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
15.90479248,0.653524576,407.2569267,4794.235792,3606.986152,7771.061544,2.325450101,860.441551,30.8383118,23.10591551,257.778789,18218.9203,9.637116723,14.47678093,29.53765705,44.51986846,5.926853658,1.720535714,4.355548417,36.02125103,23.42684492,8.296124797,1.101767801,1.591561363,0.441464908,0.09828304,5.091347493,0.419072198,2.619543685,76.36803895,25.80761289,62.51932475,5.998038786,21.49340187,3.550057881,0.699406443,3.101886319,0.357393709,1.775991787,0.316195546,0.876701258,0.733327718,0.035445654,11.23297583,7.922326352,264.264,20.18223963,52.55,7.38,92.6,0.531320343,0.024550036,2460.385573,5104.01622,9802.005936,3011.321484,0.07008337,18.24875636,1.925431516,2.248052178,22.48351391,507.0115339,0.530308908,0.855689223,9.396751882,18.2196244,0.183380992,0.068983821,0.202981651,5.455032154,16.44296292,0.366223926,0.214287416,0.094923058,0.368243047,0.018570476,0.848878205,0.047526208,0.099389684,19.92276888,0.971020026,2.128785308,0.227422951,0.83059738,0.132214929,0.030594276,0.115145201,0.013447683,0.065962639,0.012044422,0.036737878,0.02684756,0.010513677,0.459825276,0.164438375,117.7570033,35.57754833,0.226072013,5009.5,3535.699951,855.2000122,0.615010977,-1.100000024,26.39999962,41.5,-17.47999954,202,228,847.1078646,5.83,2.78,8.61,786.1854,12.77247216,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
17.5233254,0.674488535,576.3005247,5652.0567,4470.40214,9702.583914,2.858031112,1025.028246,35.82999242,24.44554281,281.5505527,21672.55481,11.06203708,16.925598,39.10125219,50.41731595,7.308012519,2.124689439,5.230333749,40.71315007,27.71359533,10.64999655,1.866934619,1.895986121,0.452924264,0.122807787,6.746647596,0.439735038,2.926758772,90.29618194,35.80163988,84.11022077,8.697120124,31.24233567,5.005705501,0.958389503,4.234552256,0.481370954,2.297122613,0.411550332,1.101501004,0.912516825,0.058340428,11.41206532,11.28408643,182.952,38.36010549,174.4,7.46,119.1,0.339267474,0.031356203,1617.31183,5133.638887,16945.40297,2987.535593,0.050532863,11.90879968,1.435245789,2.670923406,18.9055114,376.3511085,0.394125234,1.412519827,10.24765553,19.41555971,0.121131574,0.053575654,0.314673752,2.402090771,15.330988,0.275080226,0.218834215,0.079063219,1.084062268,0.016196251,0.812333954,0.060151919,0.048083174,26.35335228,0.772076563,1.741996925,0.188615799,0.692717259,0.117011515,0.025828342,0.095783672,0.011220525,0.053466717,0.010014767,0.029608554,0.023022047,0.010580868,0.381579773,0.129252511,117.7570033,35.57754833,0.226072013,5009.5,3535.699951,855.2000122,0.615010977,-1.100000024,26.39999962,41.5,-17.47999954,202,228,847.1078646,7.28,5.39,12.67,1411.6102,11.71169815,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20.30304466,0.775536483,489.4621083,8123.03522,4798.888422,6951.783595,3.428264742,1702.42216,47.7786557,38.45494294,298.0906209,28574.17696,10.88220288,24.21147278,33.12836917,56.46243462,9.06095312,2.35667654,5.000143142,48.59808729,26.67602934,12.3681229,2.574420635,3.020732765,0.45890659,0.262577834,7.006686307,0.470787557,2.919606073,114.9269391,33.97617343,63.7825956,7.772842745,27.93478189,4.869897509,1.101863528,4.2779188,0.52950427,2.7391327,0.482519484,1.3077034,1.117453598,0.076629068,11.54266204,17.53035668,212.597,7.394084732,26.25,7.34,95.7,1.975946842,0.028505084,2449.493138,5086.674983,4918.407139,2034.278281,0.113386129,18.34139618,0.943297934,2.023626723,49.33056032,478.4350729,1.214505708,4.119835042,12.5854632,22.42067142,0.24824106,0.104685288,0.2645324,9.058355644,22.68292696,1.506119557,0.347992666,0.089847104,0.139189639,0.045093531,0.87340458,0.040209367,0.111812036,73.19420474,2.57708092,4.532452183,0.581823108,2.099670753,0.412285753,0.11009796,0.403062119,0.056656878,0.308602247,0.058054803,0.156455146,0.13408931,0.012619409,0.831424953,0.299325286,117.9239183,35.90768667,0.225908995,4875.5,3436.899902,843.7999878,0.615103006,-1.700000048,26.10000038,40.95000076,-19.21999931,271,227,882.7532204,6.95,3.1,10.05,306.7834,7.703385124,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
12.49947327,0.431758871,456.7339567,5985.310931,3449.790336,3444.603984,1.631169841,934.4775484,30.57970094,24.27753441,233.24109,18226.52011,7.397400645,15.83963123,12.43957992,39.33668808,5.504492055,1.397340228,3.320120859,33.07306238,18.78772979,7.816335122,1.218044621,1.694143915,0.284418478,0.088912787,4.352957532,0.306051253,1.683590609,78.55487803,21.32188489,41.27891415,4.746168056,16.9368755,2.833586377,0.621564832,2.543645346,0.317334743,1.632095456,0.292003801,0.800208641,0.669937374,0.042116583,7.556981283,4.469177053,267.652,9.384984026,14.45,7.11,61.9,0.92425373,0.055973616,2356.221168,6167.061654,5867.539079,2285.388447,0.070937499,13.51798739,0.809093072,1.58520857,39.35746863,352.2272325,0.790156585,2.922494447,14.91490628,14.97306862,0.193943327,0.072484842,0.156138603,11.55252604,27.14948899,1.082721295,0.114815661,0.080199119,0.14477241,0.039078126,0.746675777,0.029392039,0.119632526,64.00325836,1.806228998,3.237313784,0.391382433,1.431765429,0.274767927,0.075481359,0.277190384,0.037489645,0.204154856,0.037443833,0.102553785,0.080671269,0.005122594,0.725445856,0.124869184,117.9239183,35.90768667,0.225908995,4875.5,3436.899902,843.7999878,0.615103006,-1.700000048,26.10000038,40.95000076,-19.21999931,271,227,882.7532204,7.42,6.39,13.81,837.0054,6.704714157,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
8.093503953,0.260871474,461.5206642,3841.360263,2098.802539,2357.700428,1.177963769,615.8393228,20.58565214,16.43404244,146.202955,12208.5818,4.885432719,10.27422688,9.853548676,34.57951255,3.650034101,0.886136633,2.374996143,20.47329975,10.44168767,5.38118653,0.720482319,1.112167126,0.204092776,0.143614461,3.025051623,0.203751289,1.100921777,51.77009878,14.55075797,28.65742162,3.28671543,11.69000194,1.983046193,0.440878569,1.791996991,0.217639811,1.124637084,0.205764103,0.555127192,0.471028485,0.029511305,5.209509247,3.076899906,138.908,8.673632158,33.85,7.05,59.4,1.162172344,0.044562825,1587.617676,5460.453595,6336.855713,2038.450876,0.097918389,15.97825991,0.90036529,2.40948713,47.33217573,504.6737887,0.809050159,4.270943308,7.90778338,14.83238684,0.253602452,0.088226038,0.301899305,8.63046627,22.23859751,1.353510149,0.04156351,0.080197328,0.143980871,0.055776819,0.160175707,0.033811462,0.113595628,51.68819185,2.255594045,4.134346213,0.502345903,1.828569979,0.358261513,0.093292994,0.346049884,0.048637643,0.263891184,0.049121344,0.135646183,0.107144443,0.004950611,0.646914911,0.178169766,117.9239183,35.90768667,0.225908995,4875.5,3436.899902,843.7999878,0.615103006,-1.700000048,26.10000038,40.95000076,-19.21999931,271,227,882.7532204,8.11,3.9,12.01,1105.1656,12.45459568,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
8.993136412,0.325587964,238.2663275,3998.910924,2363.589937,2012.858148,1.219957839,653.5615731,21.78181742,18.92401023,153.7092155,13137.46224,5.444882792,10.93036302,9.268487621,27.63313429,3.803286215,0.991165277,2.504309797,22.759748,10.85824508,5.607754274,0.7914991,1.231319967,0.217348744,0.050269222,3.434360042,0.244315602,1.208000846,53.49444582,14.88289747,32.1297868,3.405299638,12.15999998,2.07725339,0.463769413,1.85793468,0.234754825,1.189584123,0.217193744,0.59013316,0.493200561,0.03286733,5.504668804,3.131591638,267.652,8.484727491,25.85,6.95,63.7,2.202710671,0.041704399,2221.566081,6282.377433,6514.760412,2431.621952,0.087432694,14.94402393,0.952029108,2.117710145,52.33324423,463.1947549,0.723850104,3.685338824,13.88469245,18.63357517,0.233808559,0.082966754,0.191273007,9.521795516,28.42159237,1.146636016,0.035129465,0.089290021,0.271385051,0.064842967,0.275725622,0.031197505,0.13016048,74.27160883,2.12379103,3.641635942,0.443995646,1.649520041,0.288664684,0.081258943,0.287941255,0.038047324,0.196995429,0.038320351,0.101955127,0.077226688,0.004881053,0.663614235,0.157552324,117.9239183,35.90768667,0.225908995,4875.5,3436.899902,843.7999878,0.615103006,-1.700000048,26.10000038,40.95000076,-19.21999931,271,227,882.7532204,9.36,3.62,12.98,840.3934,12.95890665,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
9.373817508,0.316221718,492.5305652,4167.939043,2414.635804,2388.438992,1.385796523,687.5338256,23.87693246,19.59641544,159.4698089,14378.97396,5.50006713,11.58334154,10.07271199,28.8865572,4.068314826,1.100710043,2.808947921,22.93399652,12.63210176,5.815646941,1.048027856,1.332561795,0.249333651,0.08021228,3.909722263,0.261899344,1.311589185,59.41119583,16.16800718,32.44142451,3.636320897,13.02882456,2.215898423,0.485031399,1.968324842,0.250737346,1.265308636,0.224955334,0.623611487,0.5294211,0.037290575,6.406315169,4.173621438,264.264,9.790992287,125.85,6.8,55.6,2.728356233,0.06303869,1726.773612,5682.529544,11971.05497,2749.586525,0.0733422,16.28110455,0.699340582,2.387320244,69.59539198,388.4767541,1.226284317,3.360444627,13.96230185,21.22059746,0.203388803,0.079646537,0.145354462,15.47009971,30.20611291,1.345031594,0.142679611,0.080573095,0.116210006,0.053817099,0.823657502,0.024734415,0.138099233,65.12137646,2.318335673,3.968882398,0.473868817,1.669996016,0.30063058,0.079986275,0.301675063,0.040731108,0.208322022,0.04025379,0.109252399,0.081907712,0.005508807,0.713000291,0.134699047,117.9239183,35.90768667,0.225908995,4875.5,3436.899902,843.7999878,0.615103006,-1.700000048,26.10000038,40.95000076,-19.21999931,271,227,882.7532204,8.18,3.93,12.11,893.4156,14.03915285,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
9.94267676,0.352084242,263.3462058,4601.666822,2657.511688,2371.741353,1.430434937,773.8485921,25.32638547,20.90329234,172.8728437,15246.43169,6.104577251,12.54265195,10.10445389,39.04619564,4.472968307,1.189645333,2.906642492,26.37886266,11.81194318,6.705521372,1.028522234,1.377733411,0.242323816,0.065404168,3.613245543,0.262748484,1.431712208,63.60320701,18.41600374,35.86482188,4.164244413,14.8618843,2.522795274,0.561449564,2.261257172,0.280481644,1.440683901,0.259826579,0.694607527,0.602840387,0.03561284,6.103199114,11.47309032,186.34,10.47527834,51.9,6.88,50.5,2.882988924,0.034598268,2490.154707,6528.02586,7281.826621,2533.7152,0.091417142,18.02534145,0.825634847,3.345015526,49.39197709,456.3764715,1.00302518,3.518131705,9.564556745,17.74852849,0.237501286,0.094098892,0.172448515,10.21953707,28.77675731,1.317117231,0.209384529,0.081656499,0.211799953,0.092498164,0.848844927,0.03014009,0.117711234,68.73439971,2.384503474,4.094605204,0.511219136,1.862633169,0.348531264,0.093925965,0.33802343,0.044369083,0.241641352,0.045982757,0.127314671,0.095946524,0.006435274,1.642065745,0.178964242,117.9239183,35.90768667,0.225908995,4875.5,3436.899902,843.7999878,0.615103006,-1.700000048,26.10000038,40.95000076,-19.21999931,271,227,882.7532204,7.86,4.48,12.34,800.415,15.72222004,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
8.749804517,0.40188148,425.9101769,3942.68705,2289.746751,2309.960656,1.217987763,628.2870769,21.79293713,18.33580734,155.3715654,13052.14819,5.401861457,11.36104197,9.462369353,30.60981059,3.693933403,0.978801476,2.576435242,22.19123459,11.95502638,5.636541635,0.851872733,1.125990849,0.222948066,0.069552782,3.402824643,0.24107156,1.251914253,54.23673195,15.05121958,29.82994497,3.423773413,12.31262554,2.090022067,0.457563961,1.842470604,0.229709337,1.20406161,0.216617805,0.580240565,0.48763033,0.032709335,5.746831708,4.22173618,215.985,8.178409,27.7,6.55,46.0,1.535859229,0.020768558,2074.968828,6110.746178,8024.328601,2206.779063,0.05354563,10.82848752,0.556163788,3.24429817,51.73613365,284.2032153,0.642954654,4.453278601,10.5047036,22.31645238,0.140877753,0.070610506,0.155549068,12.68113225,23.25670357,0.982898575,0.20501815,0.058577936,0.173687207,0.048507772,0.670693868,0.025878583,0.123725905,75.25955502,1.607607764,2.935365989,0.354407986,1.293455455,0.24722698,0.072497043,0.249342048,0.034933775,0.182925593,0.034264836,0.093023191,0.07164861,0.008322412,0.638963227,0.088371153,117.9239183,35.90768667,0.225908995,4875.5,3436.899902,843.7999878,0.615103006,-1.700000048,26.10000038,40.95000076,-19.21999931,271,227,882.7532204,10.04,4.24,14.28,726.8954,10.46210943,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
10.4384172,0.412960918,583.7739967,5187.647453,2883.242469,3414.124428,1.341017935,819.6679549,26.29536201,21.53292662,206.3058042,15635.74187,6.647486707,13.01599296,12.33072119,39.15725662,4.556009981,1.219939389,3.329342259,27.15094262,18.46957691,6.806449883,0.838119037,1.494933811,0.220133754,0.092285976,3.561833663,0.22936319,1.383051144,71.02769641,19.2480124,35.87694437,4.201381913,15.01275287,2.457926569,0.543373768,2.218623985,0.275301685,1.40310506,0.255998625,0.685589517,0.580953231,0.029004403,6.151590898,4.87643324,121.968,12.1649649,26.25,6.58,72.2,2.142675443,0.031731147,2391.685243,5235.644328,5689.719103,2360.652073,0.086099132,16.93575175,0.947881917,1.723881214,49.76018677,474.5439418,1.063616699,3.311877328,8.983456368,18.48325125,0.2238291,0.094165478,0.172560077,9.835922481,25.33817584,1.268334748,0.178855049,0.077500431,0.139679421,0.061691862,0.821255071,0.035285201,0.105546555,56.25885982,2.288671508,4.135116714,0.499293746,1.818039155,0.333818223,0.087930808,0.342878612,0.043678498,0.241217772,0.0436116,0.121611408,0.098837006,0.008056924,0.850343291,0.156112682,117.9239183,35.90768667,0.225908995,4875.5,3436.899902,843.7999878,0.615103006,-1.700000048,26.10000038,40.95000076,-19.21999931,271,227,882.7532204,6.84,6.71,13.55,1032.8318,10.69262655,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
8.59862877,0.287245837,615.4315886,4314.775236,2525.707536,2787.65679,1.142186051,696.0706307,22.67257226,18.90148976,168.3210527,13381.96852,6.016559414,11.17208463,10.30316403,37.37181443,3.929203463,1.035281678,2.279775756,23.44219252,14.14103526,5.739571581,0.722573898,1.290256898,0.203469034,0.066608765,3.322816614,0.220629833,1.164427241,57.50129837,16.00824853,30.0983506,3.568697396,12.76306612,2.097835292,0.47162824,1.894875125,0.235568995,1.195288134,0.215359134,0.584379406,0.489760229,0.027416735,5.485243822,3.359479826,250.712,16.35225143,164.8,6.98,82.0,3.657965234,0.055144288,2439.003675,7194.985374,6647.962912,2325.230734,0.085444724,23.6121812,0.994148314,2.422312424,53.49598617,527.3048253,0.899515639,4.807607766,13.62655076,21.93240631,0.275627488,0.098469969,0.19176521,8.588871163,26.73636653,1.239646691,0.168595914,0.090790776,0.216820915,0.079225471,0.779232229,0.02718252,0.121436624,56.337423,2.23965595,3.912307993,0.475291113,1.755179649,0.314814677,0.082629849,0.316853066,0.041489933,0.221790238,0.042814472,0.117035618,0.091190533,0.005762388,0.782486468,0.158316462,117.9239183,35.90768667,0.225908995,4875.5,3436.899902,843.7999878,0.615103006,-1.700000048,26.10000038,40.95000076,-19.21999931,271,227,882.7532204,8.92,10.91,19.83,1157.1714,14.3857066,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
10.49620269,0.354997485,358.3543297,5039.087805,2803.944263,2761.337084,1.360044888,808.6780456,26.88858634,21.61206955,196.711491,15736.58596,6.430501899,13.41723729,11.12369774,42.94450863,4.760327321,1.225068958,2.803123888,27.18380042,14.81151646,7.533858718,0.884399364,1.434742831,0.22060178,0.079219836,3.820745664,0.260486287,1.436203025,67.84166903,20.4755843,38.65261043,4.534322607,16.20995461,2.770055406,0.609755399,2.488488363,0.31013076,1.577488622,0.284818224,0.776811717,0.64833815,0.030622335,6.767889267,5.526826682,259.182,13.66501756,95.75,6.94,63.1,2.492708117,0.078679653,2572.018245,6632.48,7881.916323,2496.346482,0.097393333,15.12532843,0.86827081,1.426730809,64.81860186,409.0798607,0.942233812,3.420839766,13.0532509,31.15823309,0.236715633,0.08336094,0.17503886,13.31417007,27.17279929,1.691501671,0.098390186,0.062294191,0.104305353,0.075279077,0.534078692,0.027026836,0.141380996,67.44185558,2.833017066,4.822648311,0.595928458,2.183488919,0.398473323,0.105423586,0.413038072,0.057054743,0.299861402,0.05836126,0.160591669,0.128859651,0.003785745,0.621505414,0.208907945,117.9239183,35.90768667,0.225908995,4875.5,3436.899902,843.7999878,0.615103006,-1.700000048,26.10000038,40.95000076,-19.21999931,271,227,882.7532204,8.65,8.16,16.81,853.776,16.72474277,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
9.2471271,0.282890881,399.1922102,4335.186065,2581.659987,2320.911095,1.215909693,729.2687185,23.23669647,19.79549702,166.9933067,13769.95451,5.696924298,11.83580792,8.699517989,37.30094611,4.111155812,1.062811308,2.069113948,24.66251141,11.97520542,5.809065972,0.79634805,1.344418092,0.17962554,0.052497834,3.446663423,0.184816526,1.211975505,56.68210293,16.59881464,31.18705146,3.674163838,12.99234676,2.163342311,0.477404807,1.920170242,0.234228538,1.20409768,0.220911937,0.604429617,0.51491136,0.029678076,8.031813782,3.985562093,215.985,11.96458483,31.2,7.66,52.0,8.069539957,0.118937342,3514.884887,6084.003703,4597.648358,2868.426841,0.187947402,34.46703435,1.88035561,5.523959982,70.82882521,964.6385853,1.970121882,4.186555743,12.40386382,23.56024766,0.511104672,0.182337185,0.436890134,8.867157397,31.58783112,2.79738905,0.03784302,0.092828005,0.160872333,0.088091901,0.136656129,0.044014165,0.18479779,85.00464059,4.639297707,8.498484544,1.044882062,3.851593739,0.741458245,0.187557557,0.729518888,0.103494054,0.553523931,0.104885156,0.290055964,0.240037998,0.003910604,1.470396572,0.371510215,117.9239183,35.90768667,0.225908995,4875.5,3436.899902,843.7999878,0.615103006,-1.700000048,26.10000038,40.95000076,-19.21999931,271,227,882.7532204,8.69,9.28,17.97,786.1854,13.42417165,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
9.293034073,0.297902584,415.8192036,4204.506693,2250.909523,2697.598946,1.329497236,692.9811774,23.61390983,18.98634462,161.2277992,14037.3049,5.65215703,11.51496553,11.86602666,44.11796366,4.227679777,1.068858897,2.684828648,22.70010883,13.12847594,6.331030212,0.956430983,1.322716346,0.216819375,0.082860867,3.515673662,0.240841016,1.269164649,59.1243561,17.11166004,32.5874135,3.870153767,13.95857586,2.376035,0.523510905,2.096900346,0.263646196,1.347198783,0.245325323,0.668347795,0.56429559,0.034663283,6.924395063,4.5321709,206.668,8.692003357,23.25,7.63,54.8,3.939188798,0.280512144,2954.507901,5921.774888,6637.870011,2768.45046,0.260549747,20.93585843,1.277465912,2.623551344,83.80281189,692.5538968,1.670936864,4.74341849,16.63061008,32.66994327,0.496790471,0.211410352,0.371216473,15.95906303,29.77622346,2.584316539,0.333070639,1.138706017,2.405823113,0.214262858,1.365341386,0.177895983,0.268809057,89.547212,4.101539963,7.106140389,1.02099749,3.319865014,0.773079385,0.342313003,0.864472676,0.239319456,0.633408416,0.235074631,0.39044672,0.34241789,0.176333995,1.317603565,0.317499084,117.9239183,35.90768667,0.225908995,4875.5,3436.899902,843.7999878,0.615103006,-1.700000048,26.10000038,40.95000076,-19.21999931,271,227,882.7532204,7.51,5.76,13.27,607.4684,10.51522544,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
22.55043349,1.134593736,341.9428289,10437.92119,3282.865005,38466.19717,4.727865789,1122.975071,39.59546283,35.80509616,475.8608829,25944.04403,10.42644918,28.33521944,30.52449981,43.04412438,6.430837242,1.070130741,1.18211179,25.94214196,89.78976462,10.92851827,6.890727869,2.523547409,0.830351001,1.051529807,5.874731487,0.0005332,4.143786322,113.2351979,22.78534391,46.62315433,5.375028099,20.24164493,3.997132888,0.792086004,3.680699602,0.510381612,2.390379436,0.464306925,1.173491821,0.966801266,0.252415655,13.66243601,6.902347586,267.652,3.396331961,150.0,7.22,140.6,3.569546956,0.098961834,3012.582505,6047.347415,6533.17083,2753.824214,0.133658173,20.49495344,1.087835841,2.566732826,83.70620034,554.4353659,1.501935309,4.605396852,16.4339723,33.01523874,0.343649804,0.147610575,0.285002675,15.76215248,30.20878077,2.418207897,0.176234205,0.090918729,0.201796448,0.081473866,0.874923567,0.037846516,0.210088923,90.27751811,3.935905425,6.946789555,0.889006321,3.181673771,0.607398468,0.16009132,0.614754863,0.087933854,0.481972316,0.087620253,0.242027086,0.199115728,0.008426605,1.161872078,0.205502983,115.4097222,35.58472222,0.39398402,5033.600098,3553.5,849.5,0.481638014,-1.200000048,26.79999924,41.16999817,-18.73999977,56,44,663.9041664,7.47,7.18,14.65,537.1674,8.497559839,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
